Product,Name,Product ISIN,Product Line,Product Type,Product Type Symbol,Liquidity Class,Trading Environment,Partition,Currency,US Approval Type,Settlement Type,Contract Size,Tick Size,Tick Value,Max Order Qty (TSL),Max TES Qty (TSL),Max Future Spread Qty (TSL),Max Market Order Qty,Position Limit,Pre Trade Limits,Underlying,Underlying ISIN,Underlying Name,Underlying Category
E2FP,FUT on EDF,DE000A2P44N5,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Physical,100,0.0001,0.0001,5000,250000,50000,500,1179265,TES only,E2F,FR0010242511,ELECTRICITE DE FRANCE S.,STOCK_EQUITIES
E2IA,FUT ON ELISA OYJ DIVIDENDS,DE000A2GF630,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,E2ID,XC000A2GF6Y5,ELISA OYJ DIVIDENDS,STOCK_DIVIDEND
E2NL,ENEL DIVIDEND FUT,DE000A1EZHQ6,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,E1LD,XC000A1CRLH0,ENEL DIVIDENDS,STOCK_DIVIDEND
E2NR,SIEMENS ENERGY DIVIDEND FUT,DE000A3CLKG1,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,E2RD,XC000A3CLNG7,SIEMENS ENERGY DIVIDEND,STOCK_DIVIDEND
E2NT,ENI DIVIDEND FUT,DE000A1EZHR4,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,E1ND,XC000A1CRLJ6,ENI DIVIDENDS,STOCK_DIVIDEND
E2NU,STORA ENSO DIVIDEND FUT,DE000A3CLL27,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,E2UD,XC000A3CLM65,STORA ENSO DIVIDEND,STOCK_DIVIDEND
E2OA,E.ON DIVIDEND FUT BASKET,DE000A1EZHP8,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,E0D1,DE000A2BNHA0,E.ON UNIPER DIVIDEND BAS,STOCK_DIVIDEND
E2SL,ESSILORLUXOTTICA DIVIDEND FUT,DE000A1PHSQ7,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,E2SD,XC000A1PHSR7,ESSILORLUXOTTICA DIVIDEN,STOCK_DIVIDEND
E3B,OPT. ON EUTELSAT COMMUNICATION,FR0010221234,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,384195,TES only,E3B,FR0010221234,EUTELSAT,STOCK_EQUITIES
E3BF,FUT ON EUTELSAT,DE000A0JZMX3,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,384195,TES only,E3B,FR0010221234,EUTELSAT,STOCK_EQUITIES
E3DF,ELECTRICITE DE FRANCE DIV.FUT.,DE000A2DB5C2,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,E2DD,XC000A1XQ131,ELECTRICITE DE FRANCE DI,STOCK_DIVIDEND
E3OA,FUT ON E.ON SE DIVIDEND,DE000A2BMKN9,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,E1OD,XC000A1CRLG2,E.ON SE DIVIDENDS,STOCK_DIVIDEND
EAD,OPT ON AIRBUS SE,NL0000235190,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,1433643,TES only,EAD,NL0000235190,AIRBUS SE,STOCK_EQUITIES
EADF,FUT ON AIRBUS SE,DE000A0JY2Y2,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,1433643,TES only,EAD,NL0000235190,AIRBUS SE,STOCK_EQUITIES
EADP,FUT ON PHY AIRBUS SE,DE000A2RPNH4,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Physical,100,0.0001,0.0001,5000,250000,50000,500,1433643,TES only,EAD,NL0000235190,AIRBUS SE,STOCK_EQUITIES
EAI,OPT ON GROUPE BRUX. LAMBERT,BE0003797140,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,8,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,201698,TES only,EAI,BE0003797140,GROUPE BRUXELLES LAMBERT,STOCK_EQUITIES
EAIF,FUT ON GROUPE BRUX. LAMBERT,DE000A0JY6F2,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,201698,TES only,EAI,BE0003797140,GROUPE BRUXELLES LAMBERT,STOCK_EQUITIES
EAM,OPTION ON A2A SPA,IT0001233417,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,8,EUR,NONE,Physical,2500,0.0005,0.0005,5000,250000,50000,999999,156645,TES only,EAM,IT0001233417,A2A,STOCK_EQUITIES
EAMG,FUT ON A2A SPA,DE000A1MK8R3,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.0001,0.0001,5000,250000,50000,500,391613,TES only,EAM,IT0001233417,A2A,STOCK_EQUITIES
EAW1,1ST FRIDAY OPT ON AIRBUS,DE000A163ZU1,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,1433643,TES only,EAD,NL0000235190,AIRBUS SE,STOCK_EQUITIES
EAW2,2ND FRIDAY OPT ON AIRBUS,DE000A163ZV9,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,1433643,TES only,EAD,NL0000235190,AIRBUS SE,STOCK_EQUITIES
EAW4,4TH FRIDAY OPT ON AIRBUS,DE000A163ZW7,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,1433643,TES only,EAD,NL0000235190,AIRBUS SE,STOCK_EQUITIES
EAW5,5TH FRIDAY OPT ON AIRBUS,DE000A163ZX5,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,1433643,TES only,EAD,NL0000235190,AIRBUS SE,STOCK_EQUITIES
EBAF,FUT ON EBAY INC.,DE000A0YKQ95,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,USD,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,EBAY,US2786421030,EBAY INC.,STOCK_EQUITIES
EBOG,FUT ON ERSTE GROUP BANK AG,DE000A1XRFP9,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,748497,TES only,EBO,AT0000652011,ERSTE GROUP BANK AG,STOCK_EQUITIES
EBS,OPT ON ERSTE GROUP BANK AG,AT0000652011,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,8,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,748497,TES only,EBO,AT0000652011,ERSTE GROUP BANK AG,STOCK_EQUITIES
EDPF,FUT ON ENERGIAS DE PORTUGAL,DE000A0JY589,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,EDP,PTEDP0AM0009,ENERGIAS DE PORTUGAL,STOCK_EQUITIES
EDS,OPT ON ENDESA,ES0130670112,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,791417,TES only,ENA,ES0130670112,ENDESA S.A.,STOCK_EQUITIES
EDSP,FUT ON ENDESA S.A.,DE000A2DBLU1,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Physical,100,0.0001,0.0001,5000,250000,50000,500,791417,TES only,ENA,ES0130670112,ENDESA S.A.,STOCK_EQUITIES
EEMB,OPT ON ISHARES JPM USD CB ETF,DE000A2BNDB7,OPTION,EXTF-OPTIONS,OSTK,,T7,8,USD,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,238481,TES only,IEMB,IE00B2NPKV68,ISHARES JPM USD CB ETF,INDICES
EF3,OPTION ON EIFFAGE,FR0000130452,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,245000,TES only,EF3,FR0000130452,EIFFAGE,STOCK_EQUITIES
EF3G,FUT ON EIFFAGE,DE000A1KDYV5,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,245000,TES only,EF3,FR0000130452,EIFFAGE,STOCK_EQUITIES
EFC,OPTION ON ETS COLRUYT,BE0974256852,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,8,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,146577,TES only,EFC,BE0974256852,COLRUYT,STOCK_EQUITIES
EFCG,FUT ON COLRUYT,DE000A1KDX33,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,146577,TES only,EFC,BE0974256852,COLRUYT,STOCK_EQUITIES
EFGN,OPTION ON EFG,CH0022268228,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,8,CHF,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,201619,TES only,EFGN,CH0022268228,EFG INTL AG,STOCK_EQUITIES
EFXF,FUT ON ESSILORLUXOTTICA,DE000A0JJS38,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,740883,TES only,ESL,FR0000121667,ESSILORLUXOTTICA,STOCK_EQUITIES
EFXP,FUT ON PHY ESSILORLUXOTTICA,DE000A2RPNZ6,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Physical,100,0.0001,0.0001,5000,250000,50000,500,740883,TES only,ESL,FR0000121667,ESSILORLUXOTTICA,STOCK_EQUITIES
EG4F,FUT ON ENAGAS,DE000A0JY2C8,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,EG4,ES0130960018,ENAGAS,STOCK_EQUITIES
EG4P,FUT ON ENAGAS SA,DE000A2G9T69,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Physical,100,0.0001,0.0001,5000,250000,50000,500,566994,TES only,EG4,ES0130960018,ENAGAS,STOCK_EQUITIES
EHYU,OPT ON ISHARES USD HY CB ETF,DE000A26R3M9,OPTION,EXTF-OPTIONS,OSTK,,T7,8,USD,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,124319,TES only,IHYU,IE00B4PY7Y77,ISHARES USD HY CB ETF,INDICES
EIA,OPT ON ELISA CORPORATION,FI0009007884,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,376337,TES only,EIA,FI0009007884,ELISA CORPORATION,STOCK_EQUITIES
EIAG,FUT ON ELISA CORPORATION,DE000A0ME2R5,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,376337,TES only,EIA,FI0009007884,ELISA CORPORATION,STOCK_EQUITIES
ELI,OPT ON  ELIA GROUP,DE000A2DBLY3,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,8,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,84048,TES only,ELI,BE0003822393,ELIA GROUP,STOCK_EQUITIES
ELIF,FUTURE ON ELIA GROUP,DE000A1XRB12,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,84048,TES only,ELI,BE0003822393,ELIA GROUP,STOCK_EQUITIES
ELQD,OPT ON ISHARES USD CORP ETF,DE000A26R3N7,OPTION,EXTF-OPTIONS,OSTK,,T7,8,USD,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,145655,TES only,LQDE,IE0032895942,ISHARES USD CORP BOND ET,INDICES
ELR,OPT ON Elior Group,FR0011950732,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,902819,TES only,ELR,FR0011950732,ELIOR GROUP,STOCK_EQUITIES
ELV,OPT ON RELX PLC,NL0006144495,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,5033729,TES only,REL,GB00B2B0DG97,RELX PLC,STOCK_EQUITIES
ELVH,FUT ON RELX PLC,DE000A163QC8,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,5033729,TES only,REL,GB00B2B0DG97,RELX PLC,STOCK_EQUITIES
EMM,OPT ON EMMI AG,CH0012829898,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,8,CHF,NONE,Physical,10,0.01,0.01,5000,250000,50000,999999,52375,TES only,EMM,CH0012829898,EMMI AG,STOCK_EQUITIES
EMSG,FUT ON EMS CHEMIE HLDG,DE000A2G9QN6,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,CHF,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,21109,TES only,EMC1,CH0016440353,EMS CHEMIE HLDG,STOCK_EQUITIES
EMSN,OPT ON EMS CHEMIE HLDG,CH0016440353,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,8,CHF,NONE,Physical,10,0.01,0.01,5000,250000,50000,999999,211086,TES only,EMC1,CH0016440353,EMS CHEMIE HLDG,STOCK_EQUITIES
ENAF,FUT ON ENEA SA,DE000A11RW18,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,ENE,PLENEA000013,ENEA SA,STOCK_EQUITIES
ENE1,1ST FRIDAY OPT ON ENEL,DE000A163ZY3,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,500,0.0005,0.0005,5000,250000,50000,999999,3884180,TES only,ENL5,IT0003128367,ENEL,STOCK_EQUITIES
ENE2,2ND FRIDAY OPT ON ENEL,DE000A163ZZ0,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,500,0.0005,0.0005,5000,250000,50000,999999,3884180,TES only,ENL5,IT0003128367,ENEL,STOCK_EQUITIES
ENE4,4TH FRIDAY OPT ON ENEL,DE000A163Z00,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,500,0.0005,0.0005,5000,250000,50000,999999,3884180,TES only,ENL5,IT0003128367,ENEL,STOCK_EQUITIES
ENE5,5TH FRIDAY OPT ON ENEL,DE000A163Z18,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,500,0.0005,0.0005,5000,250000,50000,999999,3884180,TES only,ENL5,IT0003128367,ENEL,STOCK_EQUITIES
ENI1,1ST FRIDAY OPT ON ENI,DE000A163Z26,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,500,0.0005,0.0005,5000,250000,50000,999999,1270148,TES only,ENT,IT0003132476,ENI S.P.A.,STOCK_EQUITIES
ENI2,2ND FRIDAY OPT ON ENI,DE000A163Z34,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,500,0.0005,0.0005,5000,250000,50000,999999,1270148,TES only,ENT,IT0003132476,ENI S.P.A.,STOCK_EQUITIES
ENI4,4TH FRIDAY OPT ON ENI,DE000A163Z42,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,500,0.0005,0.0005,5000,250000,50000,999999,1270148,TES only,ENT,IT0003132476,ENI S.P.A.,STOCK_EQUITIES
ENI5,5TH FRIDAY OPT ON ENI,DE000A163Z59,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,500,0.0005,0.0005,5000,250000,50000,999999,1270148,TES only,ENT,IT0003132476,ENI S.P.A.,STOCK_EQUITIES
ENL5,OPT ON ENEL,IT0003128367,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,500,0.0005,0.0005,5000,250000,50000,999999,3884180,TES only,ENL5,IT0003128367,ENEL,STOCK_EQUITIES
ENLG,FUT ON ENEL SPA,DE000A0Z31R6,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.0001,0.0001,5000,250000,50000,500,1942090,TES only,ENL5,IT0003128367,ENEL,STOCK_EQUITIES
ENLP,FUT ON PHY ENEL SPA,DE000A2RPNW3,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Physical,1000,0.0001,0.0001,5000,250000,50000,500,1942090,TES only,ENL5,IT0003128367,ENEL,STOCK_EQUITIES
ENR,OPT ON Siemens Energy,DE000ENER6Y0,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,1816644,TES only,ENR,DE000ENER6Y0,SIEMENS ENERGY AG,STOCK_EQUITIES
ENRF,FUT ON Siemens Energy,DE000A3CVE08,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,1816644,TES only,ENR,DE000ENER6Y0,SIEMENS ENERGY AG,STOCK_EQUITIES
ENT5,OPT ON ENI,DE0001458198,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,500,0.0005,0.0005,5000,250000,50000,999999,1270148,TES only,ENT,IT0003132476,ENI S.P.A.,STOCK_EQUITIES
ENTG,FUT ON ENI S.P.A.,DE000A1KDZG3,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.0001,0.0001,5000,250000,50000,500,635074,TES only,ENT,IT0003132476,ENI S.P.A.,STOCK_EQUITIES
ENTP,FUT ON PHY ENI S.P.A,DE000A2RPNY9,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Physical,1000,0.0001,0.0001,5000,250000,50000,500,635074,TES only,ENT,IT0003132476,ENI S.P.A.,STOCK_EQUITIES
ENUF,FUT ON STORA ENSO,DE000A0JY4Z5,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,1530902,TES only,ENUR,FI0009005961,STORA ENSO OYJ R,STOCK_EQUITIES
ENUR,OPT ON STORA ENSO OYJ R,FI0009005961,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,1530902,TES only,ENUR,FI0009005961,STORA ENSO OYJ R,STOCK_EQUITIES
EOA,OPT ON E.ON SE,DE000ENAG999,OPTION,SINGLE STOCK OPTIONS,OSTK,1,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,5502748,TES only,EOA,DE000ENAG999,E.ON SE,STOCK_EQUITIES
EOA1,1ST FRIDAY OPT EON,DE000A160NS7,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,5502748,TES only,EOA,DE000ENAG999,E.ON SE,STOCK_EQUITIES
EOA2,2ND FRIDAY OPT EON,DE000A160NT5,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,5502748,TES only,EOA,DE000ENAG999,E.ON SE,STOCK_EQUITIES
EOA4,4TH FRIDAY OPT EON,DE000A160NU3,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,5502748,TES only,EOA,DE000ENAG999,E.ON SE,STOCK_EQUITIES
EOA5,5TH FRIDAY OPT EON,DE000A2BMKM1,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,5502748,TES only,EOA,DE000ENAG999,E.ON SE,STOCK_EQUITIES
EOAB,OPT ON EON SE BASKET,DE000A2BNG99,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,5527928,TES only,EOAB,DE000A2BNG99,E.ON SE,STOCK_EQUITIES
EOAE,OPT E ON EON SE,DE000A1HUFQ4,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,5502748,TES only,EOA,DE000ENAG999,E.ON SE,STOCK_EQUITIES
EOAI,FUT ON E.ON SE,DE000A2BMKL3,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,5502748,TES only,EOA,DE000ENAG999,E.ON SE,STOCK_EQUITIES
ERA,OPTION ON ERAMET S.A.,FR0000131757,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,20884,TES only,ERA,FR0000131757,ERAMET,STOCK_EQUITIES
ERAF,FUT ON ERAMET,DE000A0XW0J1,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,ERA,FR0000131757,ERAMET,STOCK_EQUITIES
ERCB,OPT ON ERICSSON,SE0000108656,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,7680989,TES only,ERCB,SE0000108656,ERICSSON B (FRIA),STOCK_EQUITIES
ERCG,FUT ON ERICSSON,DE000A0V8NB3,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,ERCB,SE0000108656,ERICSSON B (FRIA),STOCK_EQUITIES
ERF,OPT ON EUROFINS SCIENTIFIC,FR0014000MR3,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,28419,TES only,ESF,FR0014000MR3,EUROFINS,STOCK_EQUITIES
ESL,OPT ON ESSILORLUXOTTICA,FR0000121667,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,740883,TES only,ESL,FR0000121667,ESSILORLUXOTTICA,STOCK_EQUITIES
ESL1,1ST FRIDAY OPT ON ESSILORLUXOT,DE000A163Z67,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,740883,TES only,ESL,FR0000121667,ESSILORLUXOTTICA,STOCK_EQUITIES
ESL2,2ND FRIDAY OPT ON ESSILORLUXOT,DE000A163Z75,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,740883,TES only,ESL,FR0000121667,ESSILORLUXOTTICA,STOCK_EQUITIES
ESL4,4TH FRIDAY OPT ON ESSILORLUXOT,DE000A163Z83,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,740883,TES only,ESL,FR0000121667,ESSILORLUXOTTICA,STOCK_EQUITIES
ESL5,5TH FRIDAY OPT ON ESSILORLUXOT,DE000A163Z91,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,740883,TES only,ESL,FR0000121667,ESSILORLUXOTTICA,STOCK_EQUITIES
ESSF,FUT ON EUROFINS,DE000A1XQ1F4,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.0001,0.0001,5000,250000,50000,500,28419,TES only,ESF,FR0014000MR3,EUROFINS,STOCK_EQUITIES
EUN2,OPT ON ISHARES CORE ES50 (DIST,IE0008471009,OPTION,EXTF-OPTIONS,OSTK,,T7,8,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,292689,TES only,EUN2,IE0008471009,ISHARES CORE EURO STOXX5,STOCK_EQUITIES
EUNF,FUT ON ISHARES CORE ES50 (DIST,DE0007200180,FUTURE,EXTF-FUTURES,FSTK,,T7,6,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,1000,292689,TES only,EUN2,IE0008471009,ISHARES CORE EURO STOXX5,STOCK_EQUITIES
EUQ,OPTION ON EURAZEO SE,FR0000121121,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,109896,TES only,EUQ,FR0000121121,EURAZEO SE,STOCK_EQUITIES
EUZ,OPT ON Eckert & Ziegler,DE0005659700,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,8,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,52928,TES only,EUZ,DE0005659700,Eckert & Ziegler,STOCK_EQUITIES
EVAR,FUT ON EUROSTOXX50 VARIANCE,DE000A11Q8E3,FUTURE,VARIANCE FUTURES,FINX,,T7,6,EUR,CFTC,Cash,1,0.0001,0.0001,999999,999999,999999,1000,999999999,TES only,,,EuroStoxx50 Index Var.,INDICES
EVD,OPT ON CTS EVENTIM AG,DE0005470306,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,136320,TES only,EVD,DE0005470306,CTS EVENTIM AG & CO. KGA,STOCK_EQUITIES
EVDF,FUT ON CTS EVENTIM AG,DE000A164GK0,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,136320,TES only,EVD,DE0005470306,CTS EVENTIM AG & CO. KGA,STOCK_EQUITIES
EVK,OPT ON  EVONIK INDUSTRIES AG,DE000EVNK013,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,416138,TES only,EVK,DE000EVNK013,EVONIK INDUSTRIES AG,STOCK_EQUITIES
