Product,Name,Product ISIN,Product Line,Product Type,Product Type Symbol,Liquidity Class,Trading Environment,Partition,Currency,US Approval Type,Settlement Type,Contract Size,Tick Size,Tick Value,Max Order Qty (TSL),Max TES Qty (TSL),Max Future Spread Qty (TSL),Max Market Order Qty,Position Limit,Pre Trade Limits,Underlying,Underlying ISIN,Underlying Name,Underlying Category
1ADS,STF on ADIDAS,DE000A2L0K83,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,ADS,DE000A1EWWW0,ADIDAS AG,STOCK_EQUITIES
1AHO,STF on AHOLD DELHAIZE,DE000A2L0K91,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,AHO,NL0011794037,AHOLD DELHAIZE N.V.,STOCK_EQUITIES
1AI3,STF ON AMADEUS IT GROUP SA,DE000A2RPPN7,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,AI3A,ES0109067019,AMADEUS IT GRP SA,STOCK_EQUITIES
1AIR,STF ON AIR LIQUIDE,DE000A2L0LA6,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,AIR,FR0000120073,AIR LIQUIDE,STOCK_EQUITIES
1ALV,STF ON ALLIANZ,DE000A2L0LC2,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,ALV,DE0008404005,ALLIANZ SE,STOCK_EQUITIES
1ASM,STF ON ASML HOLDING,DE000A2L0LE8,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,ASM,NL0010273215,ASML HOLDING,STOCK_EQUITIES
1AXA,STF ON AXA,DE000A2L0LF5,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,AXA,FR0000120628,AXA,STOCK_EQUITIES
1BAS,STF ON BASF AG,DE000A2L0LG3,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,BAS,DE000BASF111,BASF SE,STOCK_EQUITIES
1BAY,STF ON BAYER AG,DE000A2L0LH1,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,BAY,DE000BAY0017,BAYER AG,STOCK_EQUITIES
1BBV,STF ON BANCO BILBAO VIZCAYA AR,DE000A2L0LJ7,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,BOY,ES0113211835,BCO.BIL.VIZ.ARG.,STOCK_EQUITIES
1BMW,STF ON BMW AG,DE000A2L0LL3,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999998,TES only,BMW,DE0005190003,BMW AG,STOCK_EQUITIES
1BNP,STF ON BNP PARIBAS,DE000A2L0LM1,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,BNP,FR0000131104,BNP PARIBAS,STOCK_EQUITIES
1BSN,STF ON DANONE,DE000A2L0LQ2,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,BSN,FR0000120644,DANONE,STOCK_EQUITIES
1COF,FUT ON COVESTRO AG,DE000A164GJ2,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,423005,TES only,1COV,DE0006062144,COVESTRO AG,STOCK_EQUITIES
1COV,OPT ON COVESTRO AG,DE0006062144,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,10,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,423005,TES only,1COV,DE0006062144,COVESTRO AG,STOCK_EQUITIES
1CRG,STF ON CRG PLC,DE000A2L0LN9,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,CRG,IE0001827041,CRH,STOCK_EQUITIES
1DAI,STF ON DAIMLER AG,DE000A2L0LP4,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,DAI,DE0007100000,DAIMLER AG,STOCK_EQUITIES
1DPW,STF ON DEUTSCHE POST AG,DE000A2L0LS8,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,DPW,DE0005552004,DEUTSCHE POST AG,STOCK_EQUITIES
1DTE,STF ON DEUTSCHE TELEKOM AG,DE000A2L0LT6,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,DTE,DE0005557508,DEUTSCHE TELEKOM AG,STOCK_EQUITIES
1E3B,STF ON EUTELSAT,DE000A2P46Z4,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,E3B,FR0010221234,EUTELSAT,STOCK_EQUITIES
1EAD,STF ON AIRBUS SE,DE000A2L0LB4,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,EAD,NL0000235190,AIRBUS SE,STOCK_EQUITIES
1EDS,STF ON ENDESA,DE000A2P48B1,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,ENA,ES0130670112,ENDESA S.A.,STOCK_EQUITIES
1EFC,STF ON COLRUYT,DE000A2P46R1,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,EFC,BE0974256852,COLRUYT,STOCK_EQUITIES
1EFX,STF ON ESSILORLUXOTTICA,DE000A2L0LY6,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,ESL,FR0000121667,ESSILORLUXOTTICA,STOCK_EQUITIES
1ENL,STF ON ENEL SPA,DE000A2L0LV2,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,ENL5,IT0003128367,ENEL,STOCK_EQUITIES
1ENT,STF ON ENI S.P.A,DE000A2L0LX8,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,ENT,IT0003132476,ENI S.P.A.,STOCK_EQUITIES
1FRE,STF ON Fresenius SE & CO,DE000A2L0LZ3,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,FRE,DE0005785604,FRESENIUS SE & CO. KGAA,STOCK_EQUITIES
1FTE,STF ON ORANGE,DE000A2L0L90,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,FTE,FR0000133308,ORANGE,STOCK_EQUITIES
1GZF,STF ON ENGIE,DE000A2L0LW0,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,GZF,FR0010208488,ENGIE,STOCK_EQUITIES
1IBE,STF ON IBERDROLA,DE000A2L0L17,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,IBE,ES0144580Y14,IBERDROLA SA,STOCK_EQUITIES
1IES,STF ON INTESA SANPAOLO SPA,DE000A2L0L41,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,IES5,IT0000072618,INTESA SANPAOLO SPA,STOCK_EQUITIES
1INN,STF ON ING,DE000A2L0L33,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,INN,NL0011821202,ING GROEP NV,STOCK_EQUITIES
1ITK,STF ON ANHEUSER-BUSCH INBEV NV,DE000A2L0LD0,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,ITK,BE0974293251,ANHEUSER-BUSCH INBEV NV,STOCK_EQUITIES
1IXD,STF ON INDITEX,DE000A2L0L25,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,IXD,ES0148396007,INDITEX,STOCK_EQUITIES
1KDB,STF ON KBC,DE000A2P46Q3,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,KDB,BE0003565737,KBC,STOCK_EQUITIES
1LIF,STF ON KLEPIERRE,DE000A2P46Y7,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,LIF,FR0000121964,KLEPIERRE,STOCK_EQUITIES
1LIN,STF ON LINDE PLC,DE000A2RPPM9,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,LIN,IE00BZ12WP82,LINDE PLC,STOCK_EQUITIES
1LOR,STF ON LOREAL,DE000A2L0L58,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,LOR,FR0000120321,L'OREAL,STOCK_EQUITIES
1MOH,STF ON LVMH SE,DE000A2L0L66,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,MOH,FR0000121014,LVMH SE,STOCK_EQUITIES
1MTA,STF ON WARTSILA,DE000A2P46V3,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,MTA,FI0009003727,WARTSILA,STOCK_EQUITIES
1MU2,STF ON MUENCHENER RUECKVERS.,DE000A2L0L74,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,MUV2,DE0008430026,MUENCHENER RUECKVERSICHE,STOCK_EQUITIES
1NDB,STF ON NORDEA BANK ABP,DE000A2P46T7,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,NDB,FI4000297767,NORDEA BANK ABP,STOCK_EQUITIES
1NEF,STF ON NESTE OYJ,DE000A2P46S9,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,NEF,FI0009013296,NESTE OYJ,STOCK_EQUITIES
1NO3,STF ON NOKIA CORP.,DE000A2L0L82,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,NOA3,FI0009000681,NOKIA CORP. A FM 5,STOCK_EQUITIES
1PEU,STF ON PEUGEOT,DE000A2P46X9,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,PEU,FR0000121501,PEUGEOT,STOCK_EQUITIES
1PH1,STF ON Koninklijke Philips NV,DE000A2L0MA4,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,PHI1,NL0000009538,KONINKLIJKE PHILIPS NV,STOCK_EQUITIES
1PPX,STF ON KERING SA,DE000A2RPPP2,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,PPX,FR0000121485,KERING,STOCK_EQUITIES
1R6C,STF ON ROYAL DUTCH SHELL A SHS,DE000A2P48A3,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,ROY,GB00B03MLX29,ROYAL DUTCH SHELL A-SHAR,STOCK_EQUITIES
1SAN,STF ON BANCO SANTANDER S.A.,DE000A2L0LK5,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,BSD2,ES0113900J37,BANCO SANTANDER SA,STOCK_EQUITIES
1SAP,STF ON SAP SE,DE000A2L0ME6,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,SAP,DE0007164600,SAP SE,STOCK_EQUITIES
1SEJ,STF ON SAFRAN,DE000A2L0MB2,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,SEJ,FR0000073272,SAFRAN,STOCK_EQUITIES
1SGE,STF ON SOCIETE GENERALE S.A.,DE000A2L0L09,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,SGE,FR0000130809,SOCIETE GENERALE,STOCK_EQUITIES
1SIE,STF ON SIEMENS AG,DE000A2L0MG1,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,SIE,DE0007236101,SIEMENS AG,STOCK_EQUITIES
1SMP,STF ON SAMPO,DE000A2P46U5,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,SMPA,FI0009003305,SAMPO PLC.,STOCK_EQUITIES
1SND,STF ON SCHNEIDER ELECTRIC SE,DE000A2L0MF3,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,SND,FR0000121972,SCHNEIDER ELECTRIC SE,STOCK_EQUITIES
1SNW,STF ON SANOFI,DE000A2L0MD8,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,SNW,FR0000120578,SANOFI,STOCK_EQUITIES
1SQU,STF ON VINCI,DE000A2L0MM9,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,SQU,FR0000125486,VINCI,STOCK_EQUITIES
1TEF,STF ON Telefonica S.A.,DE000A2L0MH9,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,TNE5,ES0178430E18,TELEFONICA SA,STOCK_EQUITIES
1TOT,STF ON TOTAL SE,DE000A2L0MJ5,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,TOTB,FR0000120271,TOTAL SE,STOCK_EQUITIES
1UBL,STF ON UNIBAIL-RODAMCO-WESTF,DE000A2L0MK3,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,UBL,FR0013326246,UNIBAIL-RODAMCO-WESTFIEL,STOCK_EQUITIES
1UNI,STF ON UNILEVER PLC,DE000A2L0ML1,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,UNI,GB00B10RZP78,UNILEVER PLC,STOCK_EQUITIES
1VLM,STF ON NELES CORPORATION,DE000A2P46W1,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,VLM,FI4000440664,NELES CORPORATION,STOCK_EQUITIES
1VO3,STF ON VOLKSWAGEN VZ,DE000A2L0MP2,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,VOW3,DE0007664039,VOLKSWAGEN AG VZO O.N.,STOCK_EQUITIES
1VVU,STF ON VIVENDI SE,DE000A2L0MN7,FUTURE,STOCK TRACKING FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,VVU,FR0000127771,VIVENDI SE,STOCK_EQUITIES
255B,OPT ON METRO CECONOMY BASKET,DE000A2GGCY4,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,420868,TES only,255B,DE000A2GGCY4,METRO CECONOMY BASKET,STOCK_EQUITIES
2FE,OPT ON FERRARI NV,NL0011585146,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,100,0.0005,0.0005,5000,250000,50000,999999,326519,TES only,2FE,NL0011585146,FERRARI N.V.,STOCK_EQUITIES
34DF,FUT ON DIASORIN S.P.A.,DE000A11RDF9,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,34D,IT0003492391,DIASORIN S.P.A.,STOCK_EQUITIES
4BRZ,OPT ON ISHARES MSCI BRAZIL DE,DE000A0Q4R85,OPTION,EXTF-OPTIONS,OSTK,,T7,8,USD,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,57575,TES only,4BRZ,DE000A0Q4R85,iShares MSCI Brazil (DE),INDICES
5FLF,FUT ON SOCIETE FONC. LYONN. SA,DE000A11RBD8,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,5FL,FR0000033409,SOCIETE FONC. LYONN. SA,STOCK_EQUITIES
6CMF,FUT ON CRODA INTERNATIONAL,DE000A1PH555,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,GBX,NONE,Cash,1000,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,6CM,GB00BJFFLV09,CRODA INTERNATIONAL,STOCK_EQUITIES
7AA,OPTION ON APERAM S.A.,LU0569974404,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,8,EUR,NONE,Physical,100,0.01,0.01,5000,250000,50000,999999,127469,TES only,7AA,LU0569974404,APERAM,STOCK_EQUITIES
7AAF,FUT ON APERAM,DE000A1KP1A1,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,100,0.0001,0.0001,5000,250000,50000,500,127469,TES only,7AA,LU0569974404,APERAM,STOCK_EQUITIES
7PI,OPT ON Poste Italiane,IT0003796171,OPTION,SINGLE STOCK OPTIONS,OSTK,3,T7,9,EUR,NONE,Physical,500,0.0005,0.0005,5000,250000,50000,999999,63473,TES only,7PI,IT0003796171,POSTE ITALIANE,STOCK_EQUITIES
7PIF,FUT ON POSTE ITALIANE,DE000A18UB29,FUTURE,SINGLE STOCK FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.0001,0.0001,5000,250000,50000,500,999999999,TES only,7PI,IT0003796171,POSTE ITALIANE,STOCK_EQUITIES
A2AL,ANGLO AMERICAN PLC DIVID. FUT.,DE000A1KD0H2,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,USD,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A2AD,XC000A1KD0W9,ANGLO AMERICAN DIVIDENDS,STOCK_DIVIDEND
A2AP,APPLE INC DIVIDEND FUTURES,DE000A11Q9X1,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,USD,NONE,Cash,4000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A1AD,XC000A11Q891,APPLE INC,STOCK_DIVIDEND
A2BB,ABB LTD. - N. DIVIDEND FUTURES,DE000A1HTZH3,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,CHF,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A2BD,XC000A1HTZT0,ABB - N. DIVIDENDS,STOCK_DIVIDEND
A2BN,ABN AMRO BANK DIVIDEND FUT,DE000A3CLMD4,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A1BD,XC000A3CLND4,ABN AMRO BANK DIVIDEND,STOCK_DIVIDEND
A2CR,FUT ON ACCOR SA DIVIDEND,DE000A13RNM0,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A2CD,XC000A13RM51,ACCOR SA DIVIDEND,STOCK_DIVIDEND
A2DE,FUT ON ADECCO GROUP DIVIDEND,DE000A13RNF4,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,CHF,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A1DD,XC000A13RMF4,ADECCO GROUP AG DIVIDEND,STOCK_DIVIDEND
A2DS,ADIDAS AG DIVIDEND FUTURE,DE000A1XQ1T5,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A2DD,XC000A1XQ149,ADIDAS AG DIVIDENDS,STOCK_DIVIDEND
A2DY,ADYEN DIVIDEND FUT,DE000A3CLL76,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A1YD,XC000A3CLNB8,ADYEN DIVIDEND,STOCK_DIVIDEND
A2EN,AEGON DIVIDENDS,DE000A1EZH43,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A1ED,XC000A1DKC51,AEGON DIVIDENDS,STOCK_DIVIDEND
A2IT,FUT ON AMADEUS IT GRP DIVIDEND,DE000A2RN2T3,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A2ID,XC000A2RN2U9,AMADEUS IT GROUP SA,STOCK_DIVIDEND
A2LV,ALLIANZ DIVIDEND FUT,DE000A1EZHD4,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A1LD,XC000A1CRK55,ALLIANZ DIVIDENDS,STOCK_DIVIDEND
A2MZ,AMAZON.COM DIV FUTURES,DE000A11Q9W3,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,USD,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A2MD,XC000A11Q883,AMAZON.COM INC,STOCK_DIVIDEND
A2NA,AENA SME DIVIDEND FUT,DE000A2X2KA0,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A2ND,XC000A2X2GL3,AENA SME DIVIDENDS,STOCK_DIVIDEND
A2NN,VONOVIA DIVIDEND FUT,DE000A2X2JN5,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A1ND,XC000A2X2FY8,VONOVIA DIVIDENDS,STOCK_DIVIDEND
A2OP,ATLANTIA DIVIDEND FUT,DE000A2YYX64,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A2OD,XC000A2X2GU4,ATLANTIA DIVIDENDS,STOCK_DIVIDEND
A2SG,ASSICURAZIONI GENERALI DIVID,DE000A1EZH92,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A1SD,XC000A1DKCW1,ASSICURAZIONI GEN.DIVIDE,STOCK_DIVIDEND
A2SM,ASML HOLDING DIVIDEND FUTURES,DE000A1PHSN4,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A2SD,XC000A1PHSP1,ASML DIVIDEND FUTURES,STOCK_DIVIDEND
A2V,AVIVA PLC DIVIDEND FUTURE,DE000A1XQ1N8,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,GBX,NONE,Cash,1000,0.01,0.01,5000,250000,50000,9999,999999999,TES only,A2VD,XC000A1XQ1Z0,AVIVA PLC DIVIDENDS,STOCK_DIVIDEND
A2XA,AXA DIVIDEND FUTURE,DE000A1EZHE2,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A1XD,XC000A1CRK63,AXA DIVIDENDS,STOCK_DIVIDEND
A2XI,ATOS DIVIDEND FUT,DE000A2X2J30,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A2XD,XC000A2X2GD0,ATOS DIVIDENDS,STOCK_DIVIDEND
A2ZN,ASTRAZENECA PLC DIVID.FUT.,DE000A1KD0J8,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,USD,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A2ZD,XC000A1KD0X7,ASTRAZENECA DIVIDENDS,STOCK_DIVIDEND
A3HO,FUT ON AHOLD DELHAIZE DIVIDEND,DE000A2BNJR0,FUTURE,SINGLE STOCK DIVIDEND FUTURES,FSTK,,T7,6,EUR,NONE,Cash,1000,0.001,0.001,5000,250000,50000,9999,999999999,TES only,A2HD,XC000A13RMT5,AHOLD DELHAIZE DIVIDEND,STOCK_DIVIDEND
