ISIN,MarketSegment,UnderlyingSymbol,UnderlyingISIN,Currency,SecurityType,MaturityDate,StrikePrice,PutOrCall,MLEG,ContractGenerationNumber,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,NumberOfContracts,NumberOfTrades
DE000P0YX7V7,OESX,SX5E,EU0009658145,EUR,OPT,20201218,2700,Put,OESX SI 20201218 CS EU P 2700 0,1,27235,2020-11-24,08:00,1.6,1.6,1.6,1.6,15,1
DE000P0YX6U1,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3200,Put,OESX SI 20201218 CS EU P 3200 0,1,27245,2020-11-24,08:00,11.7,11.7,11.7,11.7,1,1
DE000P0YXUY1,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3400,Put,OESX SI 20201218 CS EU P 3400 0,1,27249,2020-11-24,08:00,36,36,36,36,250,1
DE000C0YCCX0,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3800,Call,OESX SI 20201218 CS EU C 3800 0,1,27255,2020-11-24,08:00,1.5,1.5,1.5,1.5,1,1
DE000P0YCWE3,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3500,Put,OESX SI 20201218 CS EU P 3500 0,1,27256,2020-11-24,08:00,69.5,69.5,69.5,69.5,2,1
DE000P0UE7W2,OESX,SX5E,EU0009658145,EUR,OPT,20211217,2500,Put,OESX SI 20211217 CS EU P 2500 0,1,27739,2020-11-24,08:00,65.2,65.2,65.2,65.2,1,1
DE000F4ZCJ80,FEXD,,,EUR,FUT,20231215,,,FEXD SI 20231215 CS,,661060,2020-11-24,08:00,90.9,90.9,90.9,90.9,1,1
DE000C8BRKK9,ROY,ROY,GB00B03MLX29,EUR,OPT,20201218,14,Call,ROY SI 20201218 PS AM C 14.00 0,2,1564963,2020-11-24,08:00,1.14,1.14,1.14,1.14,3,1
DE000C8CMV66,CSGN,CSGN,CH0012138530,CHF,OPT,20201218,9.65,Call,CSGN SI 20201218 PS AM C 9.65 1,7,1635500,2020-11-24,08:00,1.8,1.8,1.8,1.8,1,1
DE000C0PZMY6,OSMI,SMI,CH0009980894,CHF,OPT,20201218,9400,Put,OSMI SI 20201218 CS EU P 9400 0,1,2272063,2020-11-24,08:00,14.2,14.2,14.2,14.2,4,1
DE000C0RW2D4,ROG,ROG,CH0012032048,CHF,OPT,20211217,400,Call,ROG SI 20211217 PS AM C 400.00 0,2,2302717,2020-11-24,08:00,1.11,1.11,1.11,1.11,20,1
DE000C00SMV4,CSGN,CSGN,CH0012138530,CHF,OPT,20201218,10,Call,CSGN SI 20201218 PS AM C 10.00 0,8,2447432,2020-11-24,08:00,1.5,1.5,1.5,1.5,3,1
DE000C1AQ0X2,ROG,ROG,CH0012032048,CHF,OPT,20211217,260,Put,ROG SI 20211217 PS AM P 260.00 0,2,2676004,2020-11-24,08:00,10,10,10,10,5,1
DE000C1KQ5M2,FMCN,MCN,XC000A1XQ6B0,USD,FUT,20201221,,,FMCN SI 20201221 CS,,2877028,2020-11-24,08:00,1188.3,1188.4,1188.3,1188.4,4,3
DE000C1KQ5R1,FMEA,MEA,XC000A1XQ578,USD,FUT,20201221,,,FMEA SI 20201221 CS,,2877032,2020-11-24,08:00,720.7,720.8,720.7,720.8,24,6
DE000C23QBV3,FESX,SX5E,EU0009658145,EUR,FUT,20201218,,,FESX SI 20201218 CS,,3680980,2020-11-24,08:00,3492,3498,3490,3497,7542,585
DE000C24B2L1,SGSN,SGSN,CH0002497458,CHF,OPT,20201218,2400,Put,SGSN SI 20201218 PS AM P 2400.0 0,8,3704900,2020-11-24,08:00,6,6,6,6,1,1
DE000C31Y1X2,FESX,SX5E,EU0009658145,EUR,FUT,20210319,,,FESX SI 20210319 CS,,3906005,2020-11-24,08:00,3478,3478,3478,3478,1,1
DE000C3UM2H9,NOVN,NOVN,CH0012005267,CHF,OPT,20201218,76,Put,NOVN SI 20201218 PS AM P 76.00 0,1,3997530,2020-11-24,08:00,0.42,0.42,0.42,0.42,66,1
DE000C374C32,HOLN,HOLN,CH0012214059,CHF,OPT,20201218,54,Put,HOLN SI 20201218 PS AM P 54.00 0,1,4201288,2020-11-24,08:00,7,7,7,7,1,1
DE000C4D7S14,NESN,NESN,CH0038863350,CHF,OPT,20201218,90,Put,NESN SI 20201218 PS AM P 90.00 0,5,4345530,2020-11-24,08:00,0.2,0.2,0.2,0.2,10,1
DE000C4D9ZB9,NOVN,NOVN,CH0012005267,CHF,OPT,20201218,82,Call,NOVN SI 20201218 PS AM C 82.00 0,1,4347280,2020-11-24,08:00,0.72,0.72,0.72,0.72,1,1
DE000C4D9ZE3,NOVN,NOVN,CH0012005267,CHF,OPT,20201218,74,Put,NOVN SI 20201218 PS AM P 74.00 0,1,4347283,2020-11-24,08:00,0.3,0.3,0.3,0.3,10,1
DE000C430LM9,LONN,LONN,CH0013841017,CHF,OPT,20201218,520,Put,LONN SI 20201218 PS AM P 520.00 1,3,4736315,2020-11-24,08:00,4.9,4.9,4.9,4.9,1,1
DE000C4XT1U3,CONF,,,CHF,FUT,20201208,,,CONF SI 20201208 PS,,4878630,2020-11-24,08:00,172.18,172.18,172.18,172.18,1,1
DE000C4XT1X7,FBTP,,,EUR,FUT,20201208,,,FBTP SI 20201208 PS,,4878633,2020-11-24,08:00,151.21,151.22,151.2,151.21,116,33
DE000C4XT1Z2,FGBL,,,EUR,FUT,20201208,,,FGBL SI 20201208 PS,,4878635,2020-11-24,08:00,175.32,175.33,175.3,175.3,2087,149
DE000C4XT200,FGBM,,,EUR,FUT,20201208,,,FGBM SI 20201208 PS,,4878636,2020-11-24,08:00,135.44,135.44,135.42,135.42,2289,88
DE000C4XT218,FGBS,,,EUR,FUT,20201208,,,FGBS SI 20201208 PS,,4878637,2020-11-24,08:00,112.345,112.35,112.345,112.345,204,4
DE000C4XT226,FGBX,,,EUR,FUT,20201208,,,FGBX SI 20201208 PS,,4878638,2020-11-24,08:00,226.18,226.18,226.04,226.04,158,77
DE000C4XT242,FOAT,,,EUR,FUT,20201208,,,FOAT SI 20201208 PS,,4878640,2020-11-24,08:00,170.01,170.01,169.99,170,539,52
DE000C47BPZ5,FDAX,DAX,DE0008469008,EUR,FUT,20201218,,,FDAX SI 20201218 CS,,5035771,2020-11-24,08:00,13239.5,13257,13238,13249,763,578
DE000C47BQ10,FDXM,DAX,DE0008469008,EUR,FUT,20201218,,,FDXM SI 20201218 CS,,5035773,2020-11-24,08:00,13239,13256,13237,13250,428,289
DE000C47BQ51,FESB,SX7E,EU0009658426,EUR,FUT,20201218,,,FESB SI 20201218 CS,,5035777,2020-11-24,08:00,73.4,73.6,73.3,73.4,3257,54
DE000C47BQ77,FESE,SXEE,EU0009658400,EUR,FUT,20201218,,,FESE SI 20201218 CS,,5035779,2020-11-24,08:00,251.9,251.9,251.9,251.9,2,1
DE000C47BW46,FSMI,SMI,CH0009980894,CHF,FUT,20201218,,,FSMI SI 20201218 CS,,5035980,2020-11-24,08:00,10501,10519,10498,10509,504,257
DE000C47BW79,FSTB,SX7P,EU0009658806,EUR,FUT,20201218,,,FSTB SI 20201218 CS,,5035983,2020-11-24,08:00,109,109,109,109,2,1
DE000C47BX03,FXXP,SXXP,EU0009658202,EUR,FUT,20201218,,,FXXP SI 20201218 CS,,5036010,2020-11-24,08:00,391.3,392,391.2,391.5,155,31
DE000C47ZU57,SLHN,SLHN,CH0014852781,CHF,OPT,20210319,340,Put,SLHN SI 20210319 PS AM P 340.00 0,8,5061366,2020-11-24,08:00,4.38,4.38,4.38,4.38,1,1
DE000C480LB7,SREN,SREN,CH0126881561,CHF,OPT,20210319,68,Put,SREN SI 20210319 PS AM P 68.00 0,8,5062256,2020-11-24,08:00,0.8,0.8,0.8,0.8,13,1
DE000C484030,ZURN,ZURN,CH0011075394,CHF,OPT,20210319,280,Put,ZURN SI 20210319 PS AM P 280.00 0,5,5066192,2020-11-24,08:00,1.5,1.5,1.5,1.5,5,1
DE000C4889W9,ODAX,DAX,DE0008469008,EUR,OPT,20210319,12500,Call,ODAX SI 20210319 CS EU C 12500 0,1,5067074,2020-11-24,08:00,1100,1100,1100,1100,30,1
DE000C48SS34,ZURN,ZURN,CH0011075394,CHF,OPT,20210319,400,Call,ZURN SI 20210319 PS AM C 400.00 0,5,5091408,2020-11-24,08:00,6.95,6.95,6.95,6.95,30,1
DE000C5AH150,FVS,V2TX,DE000A0C3QF1,EUR,FUT,20201216,,,FVS SI 20201216 CS,,5137979,2020-11-24,08:00,20.9,20.9,20.85,20.85,147,22
DE000C5E7FM0,FVS,V2TX,DE000A0C3QF1,EUR,FUT,20210120,,,FVS SI 20210120 CS,,5256489,2020-11-24,08:00,21.7,21.7,21.6,21.65,41,13
DE000C5F6033,ROG,ROG,CH0012032048,CHF,OPT,20211217,340,Call,ROG SI 20211217 PS AM C 340.00 0,2,5272538,2020-11-24,08:00,5.95,5.95,5.95,5.95,3,1
DE000C5GTXB2,FGBL,,,EUR,FUT,20210308,,,FGBL SI 20210308 PS,,5315923,2020-11-24,08:00,177.68,177.68,177.68,177.68,1,1
DE000C5GTXC0,FGBM,,,EUR,FUT,20210308,,,FGBM SI 20210308 PS,,5315924,2020-11-24,08:00,135.3,135.3,135.3,135.3,1,1
DE000C5GTXG1,FOAT,,,EUR,FUT,20210308,,,FOAT SI 20210308 PS,,5315928,2020-11-24,08:00,167.79,167.79,167.79,167.79,1,1
DE000C5JRH73,UBSN,UBSN,CH0244767585,CHF,OPT,20210618,13,Call,UBSN SI 20210618 PS AM C 13.00 0,8,5366318,2020-11-24,08:00,1,1,1,1,15,1
DE000C5M1308,OESX,SX5E,EU0009658145,EUR,OPT,20210115,3500,Put,OESX SI 20210115 CS EU P 3500 0,1,5430134,2020-11-24,08:00,101,101,101,101,10,1
DE000C5MV3T9,ROG,ROG,CH0012032048,CHF,OPT,20211217,330,Call,ROG SI 20211217 PS AM C 330.00 0,2,5459416,2020-11-24,08:00,8.1,8.1,8.1,8.1,5,1
DE000C5QLZM0,OESX,SX5E,EU0009658145,EUR,OPT,20210219,3625,Call,OESX SI 20210219 CS EU C 3625 0,1,5522456,2020-11-24,08:00,57.7,57.7,57.7,57.7,10,1
DE000C5RZ230,ROY,ROY,GB00B03MLX29,EUR,OPT,20201218,15.6,Call,ROY SI 20201218 PS AM C 15.60 0,2,5584390,2020-11-24,08:00,0.28,0.28,0.28,0.28,1400,3
DE000C5SVCP7,CSGN,CSGN,CH0012138530,CHF,OPT,20210917,12,Call,CSGN SI 20210917 PS AM C 12.00 0,8,5604690,2020-11-24,08:00,0.88,0.88,0.88,0.88,340,1
DE000C5TAMS2,STMN,SMA,CH0012280076,CHF,OPT,20201218,1100,Call,STMN SI 20201218 PS AM C 1100.00 0,1,5622002,2020-11-24,08:00,7.2,7.2,7.2,7.2,108,2
DE000C5TC680,UHR,UHR,CH0012255151,CHF,OPT,20201218,245,Call,UHR SI 20201218 PS AM C 245.00 0,1,5623770,2020-11-24,08:00,2,2,2,2,121,1
DE000C5U6646,OGBL,FGBL,DE0009652644,EUR,OPT,20201223,176.5,Put,OGBL SI 20201223 PS AM P 176.50 0,1,5651662,2020-11-24,08:00,0.31,0.31,0.31,0.31,2,1
DE000C5VYVS9,ODAX,DAX,DE0008469008,EUR,OPT,20210115,12000,Put,ODAX SI 20210115 CS EU P 12000 0,1,5696662,2020-11-24,08:00,113.5,113.5,113.5,113.5,1,1
DE000C5VYX29,ODAX,DAX,DE0008469008,EUR,OPT,20210115,13100,Put,ODAX SI 20210115 CS EU P 13100 0,1,5696706,2020-11-24,08:00,339,339,339,339,1,1
DE000C5WLUP2,UBSN,UBSN,CH0244767585,CHF,OPT,20210115,13,Call,UBSN SI 20210115 PS AM C 13.00 0,8,5722048,2020-11-24,08:00,0.55,0.55,0.55,0.55,1,1
DE000C5WWQT9,LOGN,LOGN,CH0025751329,CHF,OPT,20210115,88,Call,LOGN SI 20210115 PS AM C 88.00 0,3,5729705,2020-11-24,08:00,0.56,0.56,0.56,0.56,4,1
DE000C5X3S05,ODX4,DAX,DE0008469008,EUR,OPT,20201127,12800,Put,ODX4 SI 20201127 CS EU P 12800 0,1,5733282,2020-11-24,08:00,10.7,10.7,10.7,10.7,12,1
DE000C5X3XA4,OES4,SX5E,EU0009658145,EUR,OPT,20201127,3425,Put,OES4 SI 20201127 CS EU P 3425 0,1,5733462,2020-11-24,08:00,5,5,5,5,1,1
DE000C5YEZY4,UBSN,UBSN,CH0244767585,CHF,OPT,20210917,16,Call,UBSN SI 20210917 PS AM C 16.00 0,8,5770073,2020-11-24,08:00,0.25,0.25,0.25,0.25,19,1
DE000C5Z79Z5,SREN,SREN,CH0126881561,CHF,OPT,20201218,93,Call,SREN SI 20201218 PS AM C 93.00 0,8,5790168,2020-11-24,08:00,0.34,0.34,0.34,0.34,10,1
DE000C51FCL6,NOVN,NOVN,CH0012005267,CHF,OPT,20210219,86,Call,NOVN SI 20210219 PS AM C 86.00 0,1,5842885,2020-11-24,08:00,0.81,0.81,0.81,0.81,2,1
,FOAT,,,EUR,MLEG,,,,FOAT.S.DEC20.MAR21,,72060810968432698,2020-11-24,08:00,2.21,2.21,2.21,2.21,1,1
,FVS,V2TX,DE000A0C3QF1,EUR,MLEG,,,,FVS.S.DEC20.JAN21,,72061120206078581,2020-11-24,08:00,-0.85,-0.85,-0.85,-0.85,8,2
,ODAX,DAX,DE0008469008,EUR,MLEG,,,,ODAX.O.201123.BER.000267,,72062644920072733,2020-11-24,08:00,16,16,16,16,20,1
DE000P0YX6U1,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3200,Put,OESX SI 20201218 CS EU P 3200 0,1,27245,2020-11-24,08:01,11.7,11.7,11.7,11.7,1,1
DE000P8BM6Z2,ODAX,DAX,DE0008469008,EUR,OPT,20201218,10200,Put,ODAX SI 20201218 CS EU P 10200 0,1,1549604,2020-11-24,08:01,7.5,7.5,7.5,7.5,10,1
DE000P8BM6Y5,ODAX,DAX,DE0008469008,EUR,OPT,20201218,10400,Put,ODAX SI 20201218 CS EU P 10400 0,1,1549606,2020-11-24,08:01,8,8,8,8,20,1
DE000C8BJ7Y6,BAEN,BAEN,CH0102484968,CHF,OPT,20201218,44,Call,BAEN SI 20201218 PS AM C 44.00 0,3,1553715,2020-11-24,08:01,7,7,7,7,20,1
DE000P8BKB65,DPW,DPW,DE0005552004,EUR,OPT,20201218,36,Put,DPW SI 20201218 PS AM P 36.00 0,1,1556622,2020-11-24,08:01,0.26,0.26,0.26,0.26,1,1
DE000C8BMAP0,FME,FME,DE0005785802,EUR,OPT,20201218,76,Call,FME SI 20201218 PS AM C 76.00 0,3,1558357,2020-11-24,08:01,0.25,0.25,0.25,0.25,1,1
DE000C8BRTT1,SBMO,SBMO,NL0000360618,EUR,OPT,20201218,16,Call,SBMO SI 20201218 PS AM C 16.00 0,3,1565475,2020-11-24,08:01,0.65,0.65,0.65,0.65,10,1
DE000C8CK1J6,DAI,DAI,DE0007100000,EUR,OPT,20201218,44,Call,DAI SI 20201218 PS AM C 44.00 0,2,1631602,2020-11-24,08:01,12.55,12.55,12.55,12.55,1,1
DE000C8DHJ68,HNK,HNK,NL0000009165,EUR,OPT,20201218,100,Call,HNK SI 20201218 PS AM C 100.00 0,2,1705498,2020-11-24,08:01,0.22,0.22,0.22,0.22,10,1
DE000C0JWAN4,DTE,DTE,DE0005557508,EUR,OPT,20211217,14,Call,DTE SI 20211217 PS AM C 14.00 0,3,2175081,2020-11-24,08:01,1.45,1.45,1.45,1.45,1,1
DE000C0K3C68,NESN,NESN,CH0038863350,CHF,OPT,20211217,100,Call,NESN SI 20211217 PS AM C 100.00 0,5,2183223,2020-11-24,08:01,5.85,5.85,5.85,5.85,1,1
DE000C0KD1A2,ZURN,ZURN,CH0011075394,CHF,OPT,20211217,400,Call,ZURN SI 20211217 PS AM C 400.00 0,5,2192871,2020-11-24,08:01,13,13,13,13,8,1
DE000C0N1LB8,ODAX,DAX,DE0008469008,EUR,OPT,20201218,13200,Put,ODAX SI 20201218 CS EU P 13200 0,1,2244110,2020-11-24,08:01,240,240,240,240,1,1
DE000C04YXN8,DPW,DPW,DE0005552004,EUR,OPT,20211217,48,Call,DPW SI 20211217 PS AM C 48.00 0,1,2540269,2020-11-24,08:01,0.76,0.76,0.76,0.76,6,1
DE000C1JUKH7,B2MW,B1MD,XC000A1EZL37,EUR,FUT,20221216,,,B2MW SI 20221216 CS,,2848477,2020-11-24,08:01,2,2,2,2,5,1
DE000C1JZA17,AEN,AEN,NL0000303709,EUR,OPT,20221216,4,Call,AEN SI 20221216 PS AM C 4.00 0,2,2853035,2020-11-24,08:01,0.25,0.25,0.25,0.25,1,1
DE000C1KQ5M2,FMCN,MCN,XC000A1XQ6B0,USD,FUT,20201221,,,FMCN SI 20201221 CS,,2877028,2020-11-24,08:01,1188.5,1188.5,1188.5,1188.5,2,2
DE000C1211W9,DTE,DTE,DE0005557508,EUR,OPT,20201218,15,Call,DTE SI 20201218 PS AM C 15.00 0,3,2957571,2020-11-24,08:01,0.25,0.25,0.25,0.25,4,1
DE000C2F3SD3,ALV,ALV,DE0008404005,EUR,OPT,20210618,240,Call,ALV SI 20210618 PS AM C 240.00 0,4,3256607,2020-11-24,08:01,1.43,1.43,1.43,1.43,5,1
DE000C2GNNR9,BAYE,BAY,DE000BAY0017,EUR,OPT,20211217,68,Call,BAYE SI 20211217 PS EU C 68.00 0,2,3300167,2020-11-24,08:01,0.88,0.88,0.88,0.88,1,1
DE000C2H93B2,EOA,EOA,DE000ENAG999,EUR,OPT,20201218,9,Put,EOA SI 20201218 PS AM P 9.00 0,1,3312734,2020-11-24,08:01,0.22,0.22,0.22,0.22,10,1
DE000C2W5CV3,BMW,BMW,DE0005190003,EUR,OPT,20201218,75,Put,BMW SI 20201218 PS AM P 75.00 0,5,3580147,2020-11-24,08:01,2.15,2.15,2.15,2.15,1,1
DE000C2W5N31,DAI,DAI,DE0007100000,EUR,OPT,20201218,50,Put,DAI SI 20201218 PS AM P 50.00 0,2,3580461,2020-11-24,08:01,0.24,0.24,0.24,0.24,5,1
DE000C2W5NG1,DAI,DAI,DE0007100000,EUR,OPT,20201218,57,Call,DAI SI 20201218 PS AM C 57.00 0,2,3580474,2020-11-24,08:01,1.72,1.72,1.72,1.72,40,2
DE000C23QBV3,FESX,SX5E,EU0009658145,EUR,FUT,20201218,,,FESX SI 20201218 CS,,3680980,2020-11-24,08:01,3497,3500,3495,3500,3894,261
DE000C2XTGB9,BMW,BMW,DE0005190003,EUR,OPT,20201218,66,Call,BMW SI 20201218 PS AM C 66.00 0,5,3827101,2020-11-24,08:01,9.05,9.05,9.05,9.05,4,1
DE000C3YP9V8,DTE,DTE,DE0005557508,EUR,OPT,20201218,17,Put,DTE SI 20201218 PS AM P 17.00 0,3,4098412,2020-11-24,08:01,2.1,2.1,2.1,2.1,1,1
DE000C35DVX9,ALV,ALV,DE0008404005,EUR,OPT,20211217,210,Call,ALV SI 20211217 PS AM C 210.00 0,4,4145936,2020-11-24,08:01,9.7,9.75,9.7,9.75,9,2
DE000C4CQ3T9,ROG,ROG,CH0012032048,CHF,OPT,20201218,310,Call,ROG SI 20201218 PS AM C 310.00 0,2,4334882,2020-11-24,08:01,2.6,2.6,2.6,2.6,6,1
DE000C411M43,LHA,LHA,DE0008232125,EUR,OPT,20201218,11,Call,LHA SI 20201218 PS AM C 11.00 0,3,4690352,2020-11-24,08:01,0.22,0.22,0.22,0.22,3,1
DE000C433JK1,FME,FME,DE0005785802,EUR,OPT,20201218,88,Call,FME SI 20201218 PS AM C 88.00 0,3,4737827,2020-11-24,08:01,0.1,0.1,0.1,0.1,10,1
DE000C4TH245,LHA,LHA,DE0008232125,EUR,OPT,20210618,9,Call,LHA SI 20210618 PS AM C 9.00 0,3,4786610,2020-11-24,08:01,1.78,1.78,1.78,1.78,5,1
DE000C4VSB32,AEN,AEN,NL0000303709,EUR,OPT,20201218,2.6,Put,AEN SI 20201218 PS AM P 2.60 0,2,4832769,2020-11-24,08:01,0.04,0.04,0.04,0.04,2,1
DE000C4WTH00,ROY,ROY,GB00B03MLX29,EUR,OPT,20201218,15,Call,ROY SI 20201218 PS AM C 15.00 0,2,4858397,2020-11-24,08:01,0.59,0.59,0.59,0.59,50,1
DE000C4XT1V1,FBON,,,EUR,FUT,20201208,,,FBON SI 20201208 PS,,4878631,2020-11-24,08:01,166.12,166.12,166.12,166.12,1,1
DE000C4XT1X7,FBTP,,,EUR,FUT,20201208,,,FBTP SI 20201208 PS,,4878633,2020-11-24,08:01,151.21,151.21,151.2,151.2,21,8
DE000C4XT1Z2,FGBL,,,EUR,FUT,20201208,,,FGBL SI 20201208 PS,,4878635,2020-11-24,08:01,175.29,175.29,175.27,175.27,1716,141
DE000C4XT200,FGBM,,,EUR,FUT,20201208,,,FGBM SI 20201208 PS,,4878636,2020-11-24,08:01,135.42,135.43,135.42,135.43,243,10
DE000C4XT218,FGBS,,,EUR,FUT,20201208,,,FGBS SI 20201208 PS,,4878637,2020-11-24,08:01,112.345,112.345,112.34,112.34,3292,9
DE000C4XT226,FGBX,,,EUR,FUT,20201208,,,FGBX SI 20201208 PS,,4878638,2020-11-24,08:01,226.02,226.02,225.92,225.94,230,92
DE000C4XT242,FOAT,,,EUR,FUT,20201208,,,FOAT SI 20201208 PS,,4878640,2020-11-24,08:01,169.99,169.99,169.97,169.97,276,37
DE000C47BPZ5,FDAX,DAX,DE0008469008,EUR,FUT,20201218,,,FDAX SI 20201218 CS,,5035771,2020-11-24,08:01,13249.5,13260,13245,13258.5,284,211
DE000C47BQ10,FDXM,DAX,DE0008469008,EUR,FUT,20201218,,,FDXM SI 20201218 CS,,5035773,2020-11-24,08:01,13250,13260,13246,13258,166,119
DE000C47BQ51,FESB,SX7E,EU0009658426,EUR,FUT,20201218,,,FESB SI 20201218 CS,,5035777,2020-11-24,08:01,73.4,73.6,73.4,73.6,1340,24
DE000C47BVZ3,FSCP,SCXP,CH0009107639,EUR,FUT,20201218,,,FSCP SI 20201218 CS,,5035975,2020-11-24,08:01,317.7,317.7,317.7,317.7,2,1
DE000C47BW46,FSMI,SMI,CH0009980894,CHF,FUT,20201218,,,FSMI SI 20201218 CS,,5035980,2020-11-24,08:01,10510,10512,10500,10508,193,132
DE000C47BW79,FSTB,SX7P,EU0009658806,EUR,FUT,20201218,,,FSTB SI 20201218 CS,,5035983,2020-11-24,08:01,109,109,109,109,15,1
DE000C47BW95,FSTE,SXEP,EU0009658780,EUR,FUT,20201218,,,FSTE SI 20201218 CS,,5035985,2020-11-24,08:01,234.5,234.7,234.5,234.7,165,13
DE000C47BWJ5,FSTR,SXRP,CH0019112553,EUR,FUT,20201218,,,FSTR SI 20201218 CS,,5035994,2020-11-24,08:01,395,395,395,395,5,3
DE000C47BWK3,FSTS,SXPP,EU0009658624,EUR,FUT,20201218,,,FSTS SI 20201218 CS,,5035995,2020-11-24,08:01,451.8,451.9,451.8,451.9,6,5
DE000C47BX03,FXXP,SXXP,EU0009658202,EUR,FUT,20201218,,,FXXP SI 20201218 CS,,5036010,2020-11-24,08:01,391.6,391.8,391.5,391.8,234,35
DE000C47TYE4,LONN,LONN,CH0013841017,CHF,OPT,20210319,520,Put,LONN SI 20210319 PS AM P 520.00 1,3,5054575,2020-11-24,08:01,18.8,18.8,18.8,18.8,2,1
DE000C48H7J0,ALV,ALV,DE0008404005,EUR,OPT,20210319,160,Put,ALV SI 20210319 PS AM P 160.00 0,4,5083087,2020-11-24,08:01,1.88,1.88,1.88,1.88,8,1
DE000C5AH150,FVS,V2TX,DE000A0C3QF1,EUR,FUT,20201216,,,FVS SI 20201216 CS,,5137979,2020-11-24,08:01,20.85,20.85,20.8,20.8,72,8
DE000C5C7DZ9,HOLN,HOLN,CH0012214059,CHF,OPT,20210319,48,Call,HOLN SI 20210319 PS AM C 48.00 0,1,5188845,2020-11-24,08:01,1.9,1.9,1.9,1.9,760,6
DE000C5E7FM0,FVS,V2TX,DE000A0C3QF1,EUR,FUT,20210120,,,FVS SI 20210120 CS,,5256489,2020-11-24,08:01,21.65,21.65,21.65,21.65,9,3
DE000C5F4MK6,BNP,BNP,FR0000131104,EUR,OPT,20210319,40,Call,BNP SI 20210319 PS AM C 40.00 0,4,5270956,2020-11-24,08:01,4.53,4.53,4.53,4.53,1,1
DE000C5JF171,INN,INN,NL0011821202,EUR,OPT,20210618,7.6,Call,INN SI 20210618 PS AM C 7.60 0,4,5354214,2020-11-24,08:01,1.02,1.02,1.02,1.02,5,1
DE000C5JMYM6,SBMO,SBMO,NL0000360618,EUR,OPT,20210618,17,Call,SBMO SI 20210618 PS AM C 17.00 0,3,5362218,2020-11-24,08:01,0.88,0.88,0.88,0.88,30,1
DE000C5M1373,OESX,SX5E,EU0009658145,EUR,OPT,20210115,3600,Call,OESX SI 20210115 CS EU C 3600 0,1,5430141,2020-11-24,08:01,43,43,43,43,50,1
DE000C5SWRU3,DTE,DTE,DE0005557508,EUR,OPT,20201218,15.2,Call,DTE SI 20201218 PS AM C 15.20 0,3,5606160,2020-11-24,08:01,0.18,0.18,0.18,0.18,1,1
DE000C5T1KS3,IFX,IFX,DE0006231004,EUR,OPT,20201218,29.5,Call,IFX SI 20201218 PS AM C 29.50 0,2,5611530,2020-11-24,08:01,0.38,0.38,0.38,0.38,200,1
DE000C5TNCY4,ITK,ITK,BE0974293251,EUR,OPT,20201218,45.5,Put,ITK SI 20201218 PS AM P 45.50 0,2,5631375,2020-11-24,08:01,0.1,0.1,0.1,0.1,4,1
DE000C5W37W7,BAYE,BAY,DE000BAY0017,EUR,OPT,20210115,51,Call,BAYE SI 20210115 PS EU C 51.00 0,2,5701698,2020-11-24,08:01,1.05,1.05,1.05,1.05,1,1
DE000C5W6QZ9,DTE,DTE,DE0005557508,EUR,OPT,20210115,15.4,Call,DTE SI 20210115 PS AM C 15.40 0,3,5705747,2020-11-24,08:01,0.21,0.21,0.21,0.21,1,1
DE000C5WA8V7,HEI,HEI,DE0006047004,EUR,OPT,20210115,65,Call,HEI SI 20210115 PS AM C 65.00 0,2,5709871,2020-11-24,08:01,0.62,0.62,0.62,0.62,5,2
DE000C5X4K36,BAS4,BAS,DE000BASF111,EUR,OPT,20201127,59,Call,BAS4 SI 20201127 PS AM C 59.00 0,1,5734203,2020-11-24,08:01,0.76,0.76,0.76,0.76,1,1
DE000C5Z1P54,ALV,ALV,DE0008404005,EUR,OPT,20210115,210,Call,ALV SI 20210115 PS AM C 210.00 0,4,5783680,2020-11-24,08:01,2.71,2.71,2.71,2.71,5,1
DE000C5ZFTT1,ROY,ROY,GB00B03MLX29,EUR,OPT,20201218,13.8,Call,ROY SI 20201218 PS AM C 13.80 0,2,5799001,2020-11-24,08:01,1.44,1.44,1.44,1.44,50,1
DE000C502UL8,ROY,ROY,GB00B03MLX29,EUR,OPT,20201218,14.8,Call,ROY SI 20201218 PS AM C 14.80 0,2,5819074,2020-11-24,08:01,0.7,0.7,0.7,0.7,50,1
DE000C5179F9,DAI,DAI,DE0007100000,EUR,OPT,20210219,48.5,Put,DAI SI 20210219 PS AM P 48.50 0,2,5833584,2020-11-24,08:01,1.06,1.06,1.06,1.06,1,1
DE000C51EN88,MUVE,MUV2,DE0008430026,EUR,OPT,20201218,255,Call,MUVE SI 20201218 PS EU C 255.00 0,1,5842057,2020-11-24,08:01,1.65,1.65,1.65,1.65,1,1
,INN,INN,NL0011821202,EUR,MLEG,,,,INN.O.201123.PDIA.000002,,72061949134776031,2020-11-24,08:01,0.04,0.04,0.04,0.04,225,1
DE000C8BM5D9,INN,INN,NL0011821202,EUR,OPT,20201218,8.8,Call,INN SI 20201218 PS AM C 8.80 0,4,1560109,2020-11-24,08:02,0.11,0.11,0.11,0.11,214,2
