ISIN,MarketSegment,UnderlyingSymbol,UnderlyingISIN,Currency,SecurityType,MaturityDate,StrikePrice,PutOrCall,MLEG,ContractGenerationNumber,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,NumberOfContracts,NumberOfTrades
DE000C5YMKV5,ODX1,DAX,DE0008469008,EUR,OPT,20201204,12750,Put,ODX1 SI 20201204 CS EU P 12750 0,1,5773325,2020-11-24,08:52,50,50,50,50,1,1
DE000C5YMRM9,OES1,SX5E,EU0009658145,EUR,OPT,20201204,3475,Put,OES1 SI 20201204 CS EU P 3475 0,1,5773521,2020-11-24,08:52,35,35,35,35,1,1
DE000C5YZN92,OESA,SXAE,EU0009658301,EUR,OPT,20201218,485,Call,OESA SI 20201218 CS EU C 485 0,1,5781338,2020-11-24,08:52,17.3,17.4,17.3,17.3,58,4
DE000C5Z7MH1,TUI,TUI,DE000TUAG000,EUR,OPT,20201218,5.9,Call,TUI SI 20201218 PS AM C 5.90 0,4,5790560,2020-11-24,08:52,0.5,0.5,0.5,0.5,1,1
DE000C5ZQK95,BAS2,BAS,DE000BASF111,EUR,OPT,20201211,59,Put,BAS2 SI 20201211 PS AM P 59.00 0,1,5803721,2020-11-24,08:52,1.23,1.23,1.23,1.23,5,1
DE000P0YX6U1,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3200,Put,OESX SI 20201218 CS EU P 3200 0,1,27245,2020-11-24,08:53,12.3,12.3,12.3,12.3,7,1
DE000C0YCAW6,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3500,Call,OESX SI 20201218 CS EU C 3500 0,1,27250,2020-11-24,08:53,59.5,59.6,59.5,59.6,250,2
DE000C8BJ8D8,BALN,BALN,CH0012410517,CHF,OPT,20201218,160,Call,BALN SI 20201218 PS AM C 160.00 0,1,1553751,2020-11-24,08:53,5,5,5,5,2,1
DE000P8BJ302,DAI,DAI,DE0007100000,EUR,OPT,20201218,52,Put,DAI SI 20201218 PS AM P 52.00 0,2,1556032,2020-11-24,08:53,0.41,0.41,0.41,0.41,100,1
DE000C8DGGS9,POR3,POR3,DE000PAH0038,EUR,OPT,20201218,60,Call,POR3 SI 20201218 PS AM C 60.00 0,8,1701665,2020-11-24,08:53,1.05,1.05,1.05,1.05,1,1
DE000C0HS1Q6,ODAX,DAX,DE0008469008,EUR,OPT,20201218,12600,Put,ODAX SI 20201218 CS EU P 12600 0,1,2151114,2020-11-24,08:53,101,101,101,101,7,1
DE000C0W57M7,EAD,EAD,NL0000235190,EUR,OPT,20201218,100,Call,EAD SI 20201218 PS AM C 100.00 0,1,2358907,2020-11-24,08:53,1.48,1.48,1.48,1.48,1,1
DE000C1ZY0B9,G24,G24,DE000A12DM80,EUR,OPT,20201218,60,Put,G24 SI 20201218 PS AM P 60.00 0,1,3131639,2020-11-24,08:53,1.1,1.1,1.1,1.1,1,1
DE000C2W5J11,CSGN,CSGN,CH0012138530,CHF,OPT,20201218,12.5,Put,CSGN SI 20201218 PS AM P 12.50 0,8,3580323,2020-11-24,08:53,1.08,1.08,1.08,1.08,25,1
DE000C23QBV3,FESX,SX5E,EU0009658145,EUR,FUT,20201218,,,FESX SI 20201218 CS,,3680980,2020-11-24,08:53,3488,3489,3487,3489,964,58
DE000C26WMH0,DBK,DBK,DE0005140008,EUR,OPT,20201218,9,Call,DBK SI 20201218 PS AM C 9.00 0,6,3796354,2020-11-24,08:53,0.58,0.58,0.58,0.58,4,1
DE000C30SNA3,ZURN,ZURN,CH0011075394,CHF,OPT,20201218,380,Call,ZURN SI 20201218 PS AM C 380.00 0,5,3885581,2020-11-24,08:53,6.8,6.8,6.8,6.8,20,1
DE000C33WAN9,OESB,SX7E,EU0009658426,EUR,OPT,20201218,75,Call,OESB SI 20201218 CS EU C 75.0 0,1,3968082,2020-11-24,08:53,2.15,2.15,2.15,2.15,100,1
DE000C4MLW35,SAP,SAP,DE0007164600,EUR,OPT,20201218,105,Call,SAP SI 20201218 PS AM C 105.00 0,7,4555448,2020-11-24,08:53,0.65,0.65,0.65,0.65,1,1
DE000C4SA622,FEBD,,,EUR,FUT,20241220,,,FEBD SI 20241220 CS,,4631940,2020-11-24,08:53,2.7,2.7,2.7,2.7,100,1
DE000C4SKKW2,OSMI,SMI,CH0009980894,CHF,OPT,20201218,10550,Call,OSMI SI 20201218 CS EU C 10550 0,1,4635643,2020-11-24,08:53,118,118,118,118,2,1
DE000C420FZ4,CSGN,CSGN,CH0012138530,CHF,OPT,20220617,11,Put,CSGN SI 20220617 PS AM P 11.00 0,8,4705441,2020-11-24,08:53,1.62,1.62,1.62,1.62,1,1
DE000C4VUQ15,SREN,SREN,CH0126881561,CHF,OPT,20201218,72,Call,SREN SI 20201218 PS AM C 72.00 0,8,4835512,2020-11-24,08:53,12.75,12.75,12.75,12.75,1,1
DE000C4XT1X7,FBTP,,,EUR,FUT,20201208,,,FBTP SI 20201208 PS,,4878633,2020-11-24,08:53,151.3,151.38,151.29,151.3,1103,172
DE000C4XT1Y5,FBTS,,,EUR,FUT,20201208,,,FBTS SI 20201208 PS,,4878634,2020-11-24,08:53,114.02,114.02,114.02,114.02,253,11
DE000C4XT1Z2,FGBL,,,EUR,FUT,20201208,,,FGBL SI 20201208 PS,,4878635,2020-11-24,08:53,175.33,175.34,175.32,175.33,558,50
DE000C4XT200,FGBM,,,EUR,FUT,20201208,,,FGBM SI 20201208 PS,,4878636,2020-11-24,08:53,135.42,135.43,135.42,135.43,281,17
DE000C4XT218,FGBS,,,EUR,FUT,20201208,,,FGBS SI 20201208 PS,,4878637,2020-11-24,08:53,112.345,112.345,112.345,112.345,14,4
DE000C4XT226,FGBX,,,EUR,FUT,20201208,,,FGBX SI 20201208 PS,,4878638,2020-11-24,08:53,226.12,226.16,226.12,226.16,50,11
DE000C4XT242,FOAT,,,EUR,FUT,20201208,,,FOAT SI 20201208 PS,,4878640,2020-11-24,08:53,170.02,170.02,170.02,170.02,68,10
DE000C4Z52T8,BSN,BSN,FR0000120644,EUR,OPT,20201218,46,Put,BSN SI 20201218 PS AM P 46.00 0,4,4917063,2020-11-24,08:53,0.21,0.21,0.21,0.21,1,1
DE000C47BPZ5,FDAX,DAX,DE0008469008,EUR,FUT,20201218,,,FDAX SI 20201218 CS,,5035771,2020-11-24,08:53,13211.5,13215,13208,13213,109,83
DE000C47BQ10,FDXM,DAX,DE0008469008,EUR,FUT,20201218,,,FDXM SI 20201218 CS,,5035773,2020-11-24,08:53,13211,13215,13208,13213,76,49
DE000C47BQ51,FESB,SX7E,EU0009658426,EUR,FUT,20201218,,,FESB SI 20201218 CS,,5035777,2020-11-24,08:53,73.8,73.8,73.8,73.8,85,5
DE000C47BW46,FSMI,SMI,CH0009980894,CHF,FUT,20201218,,,FSMI SI 20201218 CS,,5035980,2020-11-24,08:53,10482,10485,10480,10484,29,20
DE000C47BW61,FSTA,SXAP,EU0009658681,EUR,FUT,20201218,,,FSTA SI 20201218 CS,,5035982,2020-11-24,08:53,514.7,514.7,514.6,514.6,4,2
DE000C47BW95,FSTE,SXEP,EU0009658780,EUR,FUT,20201218,,,FSTE SI 20201218 CS,,5035985,2020-11-24,08:53,235.7,235.9,235.7,235.9,9,4
DE000C47BWK3,FSTS,SXPP,EU0009658624,EUR,FUT,20201218,,,FSTS SI 20201218 CS,,5035995,2020-11-24,08:53,452.3,452.8,452.3,452.6,60,10
DE000C47BX03,FXXP,SXXP,EU0009658202,EUR,FUT,20201218,,,FXXP SI 20201218 CS,,5036010,2020-11-24,08:53,390.5,390.5,390.5,390.5,44,5
DE000C47D7N7,OESB,SX7E,EU0009658426,EUR,OPT,20210319,65,Call,OESB SI 20210319 CS EU C 65.0 0,1,5037554,2020-11-24,08:53,11,11,11,11,100,1
DE000C47D7Q0,OESB,SX7E,EU0009658426,EUR,OPT,20210319,70,Call,OESB SI 20210319 CS EU C 70.0 0,1,5037556,2020-11-24,08:53,7.5,7.5,7.5,7.5,150,1
DE000C481XQ8,UBSN,UBSN,CH0244767585,CHF,OPT,20210319,11,Call,UBSN SI 20210319 PS AM C 11.00 0,8,5063799,2020-11-24,08:53,2.39,2.39,2.39,2.39,100,1
DE000C5T06H9,GIVN,GIVN,CH0010645932,CHF,OPT,20201218,3750,Put,GIVN SI 20201218 PS AM P 3750.0 0,4,5609923,2020-11-24,08:53,205,205,205,205,4,1
DE000C5T3DB0,LHA,LHA,DE0008232125,EUR,OPT,20201218,9.4,Put,LHA SI 20201218 PS AM P 9.40 0,3,5613623,2020-11-24,08:53,0.32,0.32,0.32,0.32,2,1
DE000C5TCRZ2,VO3,VOW3,DE0007664039,EUR,OPT,20201218,154,Put,VO3 SI 20201218 PS AM P 154.00 0,2,5624441,2020-11-24,08:53,6.05,6.05,6.05,6.05,8,4
DE000C5TPDP5,SAP,SAP,DE0007164600,EUR,OPT,20201218,108,Call,SAP SI 20201218 PS AM C 108.00 0,7,5632556,2020-11-24,08:53,0.39,0.39,0.39,0.39,1,1
DE000C5V3TD8,GZF,GZF,FR0010208488,EUR,OPT,20201218,12.8,Put,GZF SI 20201218 PS AM P 12.80 0,3,5679029,2020-11-24,08:53,0.6,0.6,0.6,0.6,4,1
DE000C5W73H3,EAD,EAD,NL0000235190,EUR,OPT,20210115,80,Put,EAD SI 20210115 PS AM P 80.00 0,1,5706173,2020-11-24,08:53,1.11,1.11,1.11,1.11,5,1
DE000C5WE904,NESN,NESN,CH0038863350,CHF,OPT,20210115,102,Put,NESN SI 20210115 PS AM P 102.00 0,5,5714444,2020-11-24,08:53,2.18,2.18,2.18,2.18,50,1
DE000C5XCLR4,TUI,TUI,DE000TUAG000,EUR,OPT,20210115,4.8,Call,TUI SI 20210115 PS AM C 4.80 0,4,5741334,2020-11-24,08:53,1.34,1.34,1.34,1.34,10,1
DE000C5XGB58,SAP,SAP,DE0007164600,EUR,OPT,20201218,99,Put,SAP SI 20201218 PS AM P 99.00 0,7,5743218,2020-11-24,08:53,2.77,2.77,2.77,2.77,1,1
DE000C509T72,AAR,ABN,NL0011540547,EUR,OPT,20201218,9.7,Call,AAR SI 20201218 PS AM C 9.70 0,1,5821537,2020-11-24,08:53,0.36,0.36,0.36,0.36,1,1
DE000C5166W1,BSN,BSN,FR0000120644,EUR,OPT,20210219,56,Call,BSN SI 20210219 PS AM C 56.00 0,4,5832341,2020-11-24,08:53,0.68,0.68,0.68,0.68,1,1
,FBTP,,,EUR,MLEG,,,,FBTP.S.DEC20.MAR21,,72060325637128250,2020-11-24,08:53,0.1,0.1,0.1,0.1,79,1
DE000P2ADCR1,OESX,SX5E,EU0009658145,EUR,OPT,20201218,2750,Put,OESX SI 20201218 CS EU P 2750 0,1,27290,2020-11-24,08:54,1.6,1.6,1.6,1.6,135,2
DE000C8BPTN8,OESB,SX7E,EU0009658426,EUR,OPT,20201218,80,Call,OESB SI 20201218 CS EU C 80.0 0,1,1549765,2020-11-24,08:54,0.75,0.75,0.75,0.75,1000,6
DE000P8BNAR9,OESB,SX7E,EU0009658426,EUR,OPT,20201218,140,Put,OESB SI 20201218 CS EU P 140.0 0,1,1549772,2020-11-24,08:54,66.1,66.1,66.1,66.1,1,1
DE000C8BJ5V6,AXA,AXA,FR0000120628,EUR,OPT,20201218,20,Call,AXA SI 20201218 PS AM C 20.00 0,5,1553573,2020-11-24,08:54,0.26,0.26,0.26,0.26,1,1
DE000C8BNKR3,LHA,LHA,DE0008232125,EUR,OPT,20201218,10,Call,LHA SI 20201218 PS AM C 10.00 0,3,1561123,2020-11-24,08:54,0.8,0.8,0.8,0.8,1,1
DE000C0K69F1,SAP,SAP,DE0007164600,EUR,OPT,20211217,120,Call,SAP SI 20211217 PS AM C 120.00 0,7,2186595,2020-11-24,08:54,3.8,3.8,3.8,3.8,5,1
DE000C0K8UU7,SREN,SREN,CH0126881561,CHF,OPT,20211217,84,Call,SREN SI 20211217 PS AM C 84.00 0,8,2189565,2020-11-24,08:54,6.35,6.35,6.35,6.35,50,2
DE000C0NBAZ4,IFX,IFX,DE0006231004,EUR,OPT,20201218,28,Put,IFX SI 20201218 PS AM P 28.00 0,2,2251412,2020-11-24,08:54,0.91,0.91,0.91,0.91,252,3
DE000C0NSV08,CRI5,CRI,IT0005239360,EUR,OPT,20201217,10,Call,CRI5 SI 20201217 PS AM C 10.00 0,7,2258865,2020-11-24,08:54,0.09,0.09,0.09,0.09,166,1
DE000C0ZAXH0,OSMI,SMI,CH0009980894,CHF,OPT,20201218,10000,Put,OSMI SI 20201218 CS EU P 10000 0,1,2416985,2020-11-24,08:54,45,45,45,45,58,5
DE000C1KQ7P1,FMWN,MWN,XC000A1MXAF4,EUR,FUT,20201221,,,FMWN SI 20201221 CS,,2877098,2020-11-24,08:54,329.45,329.45,329.45,329.45,1,1
DE000C2F1A68,OESX,SX5E,EU0009658145,EUR,OPT,20210618,2800,Put,OESX SI 20210618 CS EU P 2800 0,1,3253750,2020-11-24,08:54,54.8,54.8,54.7,54.7,175,3
DE000C2FPG08,VO3,VOW3,DE0007664039,EUR,OPT,20210618,200,Call,VO3 SI 20210618 PS AM C 200.00 0,2,3278553,2020-11-24,08:54,2.01,2.01,2.01,2.01,35,1
DE000C2HF099,RWE,RWE,DE0007037129,EUR,OPT,20210618,36,Call,RWE SI 20210618 PS AM C 36.00 0,4,3315812,2020-11-24,08:54,2.1,2.1,2.1,2.1,2,1
DE000C2L90B0,BAY,BAY,DE000BAY0017,EUR,OPT,20201218,60,Put,BAY SI 20201218 PS AM P 60.00 0,2,3378361,2020-11-24,08:54,11.7,11.7,11.7,11.7,1,1
DE000C2W5VE9,INN,INN,NL0011821202,EUR,OPT,20201218,9,Call,INN SI 20201218 PS AM C 9.00 0,4,3580708,2020-11-24,08:54,0.09,0.09,0.09,0.09,750,4
DE000C2WX4K5,TOTB,TOTB,FR0000120271,EUR,OPT,20210618,36,Call,TOTB SI 20210618 PS AM C 36.00 0,1,3593282,2020-11-24,08:54,3.16,3.16,3.16,3.16,1,1
DE000C22P8C3,AUR,AUR,DE000A0JK2A8,EUR,OPT,20201218,20,Call,AUR SI 20201218 PS AM C 20.00 0,2,3663718,2020-11-24,08:54,0.7,0.7,0.7,0.7,1,1
DE000C235AX2,AEN,AEN,NL0000303709,EUR,OPT,20211217,2.8,Call,AEN SI 20211217 PS AM C 2.80 0,2,3672596,2020-11-24,08:54,0.6,0.6,0.6,0.6,1,1
DE000C23QBV3,FESX,SX5E,EU0009658145,EUR,FUT,20201218,,,FESX SI 20201218 CS,,3680980,2020-11-24,08:54,3489,3491,3489,3489,951,45
DE000C33WAN9,OESB,SX7E,EU0009658426,EUR,OPT,20201218,75,Call,OESB SI 20201218 CS EU C 75.0 0,1,3968082,2020-11-24,08:54,2.2,2.2,2.2,2.2,200,1
DE000C34KMN7,DAI,DAI,DE0007100000,EUR,OPT,20231215,84,Call,DAI SI 20231215 PS AM C 84.00 0,2,3977044,2020-11-24,08:54,2.19,2.19,2.19,2.19,1,1
DE000C3YP653,BYG,BYG,FR0000120503,EUR,OPT,20201218,33,Put,BYG SI 20201218 PS AM P 33.00 0,3,4098286,2020-11-24,08:54,0.73,0.73,0.73,0.73,1,1
DE000C4Q0V26,BAY,BAY,DE000BAY0017,EUR,OPT,20201218,62,Put,BAY SI 20201218 PS AM P 62.00 0,2,4604519,2020-11-24,08:54,13.65,13.65,13.65,13.65,1,1
DE000C4Q0V67,BAY,BAY,DE000BAY0017,EUR,OPT,20201218,58,Put,BAY SI 20201218 PS AM P 58.00 0,2,4604523,2020-11-24,08:54,9.75,9.75,9.75,9.75,1,1
DE000C4SQC20,BYG,BYG,FR0000120503,EUR,OPT,20201218,34,Put,BYG SI 20201218 PS AM P 34.00 0,3,4640990,2020-11-24,08:54,1.14,1.14,1.14,1.14,1,1
DE000C4WTH18,ROY,ROY,GB00B03MLX29,EUR,OPT,20201218,15,Put,ROY SI 20201218 PS AM P 15.00 0,2,4858398,2020-11-24,08:54,0.45,0.45,0.45,0.45,10,1
DE000C4XT1X7,FBTP,,,EUR,FUT,20201208,,,FBTP SI 20201208 PS,,4878633,2020-11-24,08:54,151.31,151.31,151.29,151.29,214,37
DE000C4XT1Y5,FBTS,,,EUR,FUT,20201208,,,FBTS SI 20201208 PS,,4878634,2020-11-24,08:54,114.02,114.02,114.02,114.02,239,12
DE000C4XT1Z2,FGBL,,,EUR,FUT,20201208,,,FGBL SI 20201208 PS,,4878635,2020-11-24,08:54,175.33,175.34,175.32,175.32,453,59
DE000C4XT200,FGBM,,,EUR,FUT,20201208,,,FGBM SI 20201208 PS,,4878636,2020-11-24,08:54,135.42,135.43,135.42,135.43,292,24
DE000C4XT218,FGBS,,,EUR,FUT,20201208,,,FGBS SI 20201208 PS,,4878637,2020-11-24,08:54,112.345,112.35,112.345,112.345,54,7
DE000C4XT226,FGBX,,,EUR,FUT,20201208,,,FGBX SI 20201208 PS,,4878638,2020-11-24,08:54,226.16,226.16,226.08,226.1,102,36
DE000C4XT242,FOAT,,,EUR,FUT,20201208,,,FOAT SI 20201208 PS,,4878640,2020-11-24,08:54,170.02,170.02,170.01,170.01,210,23
DE000C4YULQ9,TKA,TKA,DE0007500001,EUR,OPT,20220617,3.6,Call,TKA SI 20220617 PS AM C 3.60 0,2,4911444,2020-11-24,08:54,2.32,2.32,2.32,2.32,1,1
DE000C47BPZ5,FDAX,DAX,DE0008469008,EUR,FUT,20201218,,,FDAX SI 20201218 CS,,5035771,2020-11-24,08:54,13214,13218.5,13212.5,13214.5,111,89
DE000C47BQ10,FDXM,DAX,DE0008469008,EUR,FUT,20201218,,,FDXM SI 20201218 CS,,5035773,2020-11-24,08:54,13213,13218,13212,13214,63,46
DE000C47BQ51,FESB,SX7E,EU0009658426,EUR,FUT,20201218,,,FESB SI 20201218 CS,,5035777,2020-11-24,08:54,73.9,73.9,73.9,73.9,330,5
DE000C47BW46,FSMI,SMI,CH0009980894,CHF,FUT,20201218,,,FSMI SI 20201218 CS,,5035980,2020-11-24,08:54,10485,10485,10480,10482,43,28
DE000C47BW61,FSTA,SXAP,EU0009658681,EUR,FUT,20201218,,,FSTA SI 20201218 CS,,5035982,2020-11-24,08:54,515.1,515.1,514.9,514.9,6,4
DE000C47BW95,FSTE,SXEP,EU0009658780,EUR,FUT,20201218,,,FSTE SI 20201218 CS,,5035985,2020-11-24,08:54,235.9,236.1,235.8,236.1,5,4
DE000C47BWC0,FSTH,SXDP,EU0009658723,EUR,FUT,20201218,,,FSTH SI 20201218 CS,,5035988,2020-11-24,08:54,874.2,874.2,874.2,874.2,1,1
DE000C47BWD8,FSTI,SXIP,EU0009658822,EUR,FUT,20201218,,,FSTI SI 20201218 CS,,5035989,2020-11-24,08:54,277.9,277.9,277.9,277.9,1,1
DE000C47BWK3,FSTS,SXPP,EU0009658624,EUR,FUT,20201218,,,FSTS SI 20201218 CS,,5035995,2020-11-24,08:54,452.4,452.5,452.4,452.5,51,3
DE000C47BX03,FXXP,SXXP,EU0009658202,EUR,FUT,20201218,,,FXXP SI 20201218 CS,,5036010,2020-11-24,08:54,390.6,390.6,390.6,390.6,8,3
DE000C47GNY2,AT1,AT1,LU1673108939,EUR,OPT,20210319,5.6,Call,AT1 SI 20210319 PS AM C 5.60 0,1,5041540,2020-11-24,08:54,0.5,0.5,0.5,0.5,10,1
DE000C48H5K2,AEN,AEN,NL0000303709,EUR,OPT,20210319,3.2,Call,AEN SI 20210319 PS AM C 3.20 0,2,5083020,2020-11-24,08:54,0.25,0.25,0.25,0.25,50,1
DE000C5BPXN6,GIVN,GIVN,CH0010645932,CHF,OPT,20210319,3600,Put,GIVN SI 20210319 PS AM P 3600.0 0,4,5175021,2020-11-24,08:54,196,196,196,196,1,1
DE000C5E46K1,ANN,ANN,DE000A1ML7J1,EUR,OPT,20210319,64,Call,ANN SI 20210319 PS AM C 64.00 0,2,5254811,2020-11-24,08:54,0.29,0.29,0.29,0.29,4,1
DE000C5J1QW4,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3525,Call,OESX SI 20201218 CS EU C 3525 0,1,5338902,2020-11-24,08:54,46.8,46.8,46.8,46.8,10,1
DE000C5L1GV3,CLN,CLN,CH0012142631,CHF,OPT,20201218,19,Call,CLN SI 20201218 PS AM C 19.00 0,6,5408523,2020-11-24,08:54,0.24,0.24,0.24,0.24,31,1
DE000C5M12J8,OESX,SX5E,EU0009658145,EUR,OPT,20210115,3300,Put,OESX SI 20210115 CS EU P 3300 0,1,5430118,2020-11-24,08:54,45.3,45.3,45.3,45.3,1,1
DE000C5SRCY7,AXA,AXA,FR0000120628,EUR,OPT,20201218,18.6,Put,AXA SI 20201218 PS AM P 18.60 0,5,5601277,2020-11-24,08:54,0.31,0.31,0.31,0.31,3,2
DE000C5SRD01,AXA,AXA,FR0000120628,EUR,OPT,20201218,18.8,Put,AXA SI 20201218 PS AM P 18.80 0,5,5601279,2020-11-24,08:54,0.37,0.37,0.37,0.37,2,1
DE000C5SU999,BYG,BYG,FR0000120503,EUR,OPT,20201218,30.5,Put,BYG SI 20201218 PS AM P 30.50 0,3,5603501,2020-11-24,08:54,0.21,0.21,0.21,0.21,1,1
DE000C5SU9F0,BYG,BYG,FR0000120503,EUR,OPT,20201218,32.5,Put,BYG SI 20201218 PS AM P 32.50 0,3,5603507,2020-11-24,08:54,0.58,0.58,0.58,0.58,2,1
DE000C5SUHL7,CBK,CBK,DE000CBK1001,EUR,OPT,20201218,5.3,Put,CBK SI 20201218 PS AM P 5.30 0,5,5603777,2020-11-24,08:54,0.24,0.24,0.23,0.23,3000,5
DE000C5SWNT4,DSM,DSM,NL0000009827,EUR,OPT,20201218,114,Call,DSM SI 20201218 PS AM C 114.00 0,2,5606080,2020-11-24,08:54,24.5,24.5,24.5,24.5,14,1
DE000C5T0ND1,GZF,GZF,FR0010208488,EUR,OPT,20201218,12.4,Put,GZF SI 20201218 PS AM P 12.40 0,3,5610463,2020-11-24,08:54,0.36,0.36,0.36,0.36,13,2
DE000C5T17U9,HOLN,HOLN,CH0012214059,CHF,OPT,20201218,47,Call,HOLN SI 20201218 PS AM C 47.00 0,1,5611124,2020-11-24,08:54,1.72,1.72,1.72,1.72,1,1
DE000C5T6LM3,PEU,PEU,FR0000121501,EUR,OPT,20201218,17.6,Put,PEU SI 20201218 PS AM P 17.60 0,1,5617339,2020-11-24,08:54,0.23,0.23,0.23,0.23,1,1
DE000C5T95A7,SGL,SGL,DE0007235301,EUR,OPT,20210917,2.8,Call,SGL SI 20210917 PS AM C 2.80 0,3,5620286,2020-11-24,08:54,0.97,0.97,0.97,0.97,2,1
DE000C5VP4H9,BYG,BYG,FR0000120503,EUR,OPT,20201218,33.5,Put,BYG SI 20201218 PS AM P 33.50 0,3,5691531,2020-11-24,08:54,0.91,0.91,0.91,0.91,1,1
DE000C5YNBK5,ALV,ALV,DE0008404005,EUR,OPT,20210115,190,Put,ALV SI 20210115 PS AM P 190.00 0,4,5774199,2020-11-24,08:54,4,4,4,4,1,1
DE000C5YNGX7,AXA,AXA,FR0000120628,EUR,OPT,20201218,18.2,Put,AXA SI 20201218 PS AM P 18.20 0,5,5774381,2020-11-24,08:54,0.21,0.21,0.21,0.21,1,1
DE000C5Z20S4,AXA,AXA,FR0000120628,EUR,OPT,20201218,18.4,Put,AXA SI 20201218 PS AM P 18.40 0,5,5784075,2020-11-24,08:54,0.26,0.26,0.26,0.26,1,1
DE000C502Y23,SIX2,SIX2,DE0007231326,EUR,OPT,20201218,98,Call,SIX2 SI 20201218 PS AM C 98.00 0,7,5819192,2020-11-24,08:54,2.53,2.53,2.53,2.53,1,1
DE000P0YCWE3,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3500,Put,OESX SI 20201218 CS EU P 3500 0,1,27256,2020-11-24,08:55,70,70,70,70,5,2
DE000F8AEQ27,FRDX,RDX,AT0000634076,USD,FUT,20201218,,,FRDX SI 20201218 CS,,1548137,2020-11-24,08:55,1439,1439,1439,1439,10,4
DE000C8BS2R0,TOTB,TOTB,FR0000120271,EUR,OPT,20201218,32,Call,TOTB SI 20201218 PS AM C 32.00 0,1,1568243,2020-11-24,08:55,5.5,5.5,5.5,5.5,59,1
DE000C0EHJ24,SLHN,SLHN,CH0014852781,CHF,OPT,20201218,400,Call,SLHN SI 20201218 PS AM C 400.00 0,8,2096465,2020-11-24,08:55,18,18,18,18,1,1
DE000C0K69F1,SAP,SAP,DE0007164600,EUR,OPT,20211217,120,Call,SAP SI 20211217 PS AM C 120.00 0,7,2186595,2020-11-24,08:55,3.8,3.8,3.8,3.8,5,1
DE000C0NBAZ4,IFX,IFX,DE0006231004,EUR,OPT,20201218,28,Put,IFX SI 20201218 PS AM P 28.00 0,2,2251412,2020-11-24,08:55,0.91,0.91,0.91,0.91,227,3
DE000C0WVZC9,DBK,DBK,DE0005140008,EUR,OPT,20201218,8,Call,DBK SI 20201218 PS AM C 8.00 0,6,2370255,2020-11-24,08:55,1.44,1.44,1.44,1.44,5,1
DE000C0YSGK4,OSMI,SMI,CH0009980894,CHF,OPT,20201218,9800,Put,OSMI SI 20201218 CS EU P 9800 0,1,2408587,2020-11-24,08:55,28.4,28.4,28.4,28.4,50,1
DE000C0ZAXH0,OSMI,SMI,CH0009980894,CHF,OPT,20201218,10000,Put,OSMI SI 20201218 CS EU P 10000 0,1,2416985,2020-11-24,08:55,45,45,45,45,52,7
DE000C01PZX6,DAI,DAI,DE0007100000,EUR,OPT,20201218,56,Put,DAI SI 20201218 PS AM P 56.00 0,2,2465619,2020-11-24,08:55,1.41,1.41,1.41,1.41,8,1
DE000C1K1JP4,BMW,BMW,DE0005190003,EUR,OPT,20221216,100,Call,BMW SI 20221216 PS AM C 100.00 0,5,2855641,2020-11-24,08:55,2.03,2.03,2.03,2.03,1,1
DE000C1K3417,CSGN,CSGN,CH0012138530,CHF,OPT,20221216,14,Call,CSGN SI 20221216 PS AM C 14.00 0,8,2857455,2020-11-24,08:55,0.85,0.85,0.85,0.85,5,1
DE000C1KQ7P1,FMWN,MWN,XC000A1MXAF4,EUR,FUT,20201221,,,FMWN SI 20201221 CS,,2877098,2020-11-24,08:55,329.5,329.5,329.5,329.5,1,1
DE000C2F6F84,CBK,CBK,DE000CBK1001,EUR,OPT,20210618,5.6,Call,CBK SI 20210618 PS AM C 5.60 0,5,3259687,2020-11-24,08:55,0.51,0.51,0.51,0.51,10,1
DE000C2FD2Z2,IFX,IFX,DE0006231004,EUR,OPT,20210618,20,Put,IFX SI 20210618 PS AM P 20.00 0,2,3266614,2020-11-24,08:55,0.52,0.52,0.52,0.52,100,1
DE000C2FNUT2,UBSN,UBSN,CH0244767585,CHF,OPT,20210618,12,Put,UBSN SI 20210618 PS AM P 12.00 0,8,3277832,2020-11-24,08:55,0.67,0.67,0.67,0.67,10,1
DE000C2W66S1,UBSN,UBSN,CH0244767585,CHF,OPT,20201218,13,Put,UBSN SI 20201218 PS AM P 13.00 0,8,3581083,2020-11-24,08:55,0.26,0.26,0.26,0.26,25,1
DE000C23QBV3,FESX,SX5E,EU0009658145,EUR,FUT,20201218,,,FESX SI 20201218 CS,,3680980,2020-11-24,08:55,3490,3490,3489,3489,728,52
DE000C3WHM40,AMS,AMS,AT0000A18XM4,CHF,OPT,20201218,51.37,Put,AMS SI 20201218 PS AM P 51.37 1,2,4045711,2020-11-24,08:55,28.9,28.9,28.9,28.9,5,1
DE000C36Y0V3,SREN,SREN,CH0126881561,CHF,OPT,20201218,90,Put,SREN SI 20201218 PS AM P 90.00 0,8,4197354,2020-11-24,08:55,6,6,6,6,15,1
DE000C4CQ3U7,ROG,ROG,CH0012032048,CHF,OPT,20201218,310,Put,ROG SI 20201218 PS AM P 310.00 0,2,4334883,2020-11-24,08:55,11.2,11.2,11.2,11.2,3,1
